aX,aY,aZ,gX,gY,gZ
-3.02,8.61,-12.70,-0.52,1.27,0.29
-3.28,7.58,-11.88,-0.72,1.54,0.41
-4.19,6.32,-11.08,-0.93,1.84,0.46
-5.37,5.89,-9.53,-1.15,2.28,0.43
-6.00,6.46,-6.24,-1.09,2.79,0.31
-5.88,6.71,-1.96,-0.80,3.17,0.18
-6.01,6.14,1.63,-0.64,3.35,0.09
-5.92,5.78,4.24,-0.74,3.44,0.06
-6.59,5.35,6.42,-0.92,3.46,0.06
-6.76,6.09,8.77,-1.00,3.52,0.06
-7.11,7.26,12.33,-0.87,3.60,-0.00
-7.07,8.30,15.82,-0.71,3.62,-0.08
-6.76,9.61,18.70,-0.54,3.54,-0.13
-6.02,9.59,21.04,-0.36,3.43,-0.09
-5.29,9.03,23.04,-0.32,3.24,-0.06
-4.64,9.16,25.09,-0.35,3.02,-0.10
-3.91,9.89,26.56,-0.39,2.75,-0.09
-3.83,10.70,27.90,-0.41,2.49,-0.08
-3.19,11.65,29.70,-0.35,2.22,-0.04
-2.64,11.94,31.07,-0.26,1.91,0.00
-1.84,12.11,32.28,-0.12,1.60,0.01
-0.91,12.47,33.50,0.12,1.26,-0.00
-0.40,12.61,34.35,0.36,0.86,0.00
-0.28,12.32,35.11,0.57,0.41,0.03
-0.15,11.99,35.15,0.74,-0.09,0.05
-0.17,11.56,34.08,0.81,-0.54,0.09
-0.47,10.55,32.21,0.93,-0.97,0.13
-1.19,9.28,30.18,1.03,-1.33,0.12
-1.72,8.03,27.91,1.10,-1.62,0.06
-2.31,7.26,25.53,0.99,-1.89,-0.03
-2.74,7.01,23.71,0.77,-2.12,-0.07
-3.06,7.14,21.40,0.37,-2.40,-0.05
0.92,8.81,11.91,0.42,0.30,-0.13
1.15,9.01,12.48,0.24,0.23,-0.09
0.92,9.32,13.37,0.11,0.14,-0.02
0.92,9.95,14.14,0.10,0.06,0.05
0.69,9.88,14.75,0.15,-0.03,0.08
0.53,9.94,15.54,0.24,-0.07,0.05
0.50,10.22,16.54,0.32,-0.11,-0.01
0.54,10.96,17.65,0.49,-0.20,-0.07
0.51,11.46,18.33,0.72,-0.35,-0.06
0.23,11.31,18.61,0.89,-0.48,-0.01
0.09,11.40,18.91,0.88,-0.62,0.10
0.04,11.09,19.37,0.70,-0.81,0.22
-0.17,10.35,19.62,0.42,-1.10,0.37
-0.67,10.14,18.99,0.11,-1.40,0.43
-0.90,10.21,18.49,0.06,-1.61,0.42
-1.01,9.06,18.17,0.12,-1.79,0.38
-1.29,8.36,17.27,0.11,-1.95,0.25
-1.49,8.02,16.03,0.07,-2.07,0.12
-1.53,7.97,14.81,-0.00,-2.19,-0.01
-1.12,7.92,14.20,-0.06,-2.41,-0.08
-1.39,7.69,12.32,-0.43,-2.70,-0.08
-2.40,8.58,8.71,-0.87,-2.91,-0.09
-4.07,10.20,4.38,-0.76,-2.91,-0.14
-5.13,10.70,-0.20,-0.21,-2.61,-0.29
-5.34,10.52,-3.84,0.41,-2.18,-0.44
-4.98,9.95,-6.66,0.55,-1.70,-0.49
-4.80,10.97,-9.68,0.35,-1.29,-0.45
-4.69,12.10,-14.06,0.20,-0.89,-0.30
-5.04,11.45,-17.75,0.21,-0.41,-0.07
-5.29,10.25,-19.52,-0.02,0.22,0.12
-5.34,9.23,-20.01,-0.28,0.90,0.22
-4.58,8.33,-18.24,-0.38,1.67,0.20
-3.27,8.08,-14.08,-0.45,2.28,0.15
-2.91,7.38,-10.62,-0.59,2.63,0.18
-3.17,6.67,-8.53,-0.85,2.88,0.23
-3.96,7.18,-6.11,-1.08,3.21,0.25
-4.30,7.62,-2.23,-0.96,3.49,0.31
-4.25,6.78,1.36,-0.75,3.58,0.37
-4.90,6.53,4.21,-0.75,3.73,0.38
-5.47,6.42,7.27,-0.68,3.89,0.35
-5.76,6.06,10.78,-0.60,3.98,0.25
-6.23,5.98,14.71,-0.54,4.00,0.09
-5.19,7.38,19.40,-0.47,3.91,-0.07
-4.67,8.19,22.87,-0.39,3.67,-0.10
-3.48,9.39,26.24,-0.39,3.36,-0.10
-2.84,10.21,28.88,-0.29,2.96,-0.08
-2.45,10.87,30.68,-0.26,2.55,-0.04
-2.01,12.17,33.20,-0.19,2.22,-0.04
-1.70,13.53,35.28,0.05,1.81,0.00
-1.27,13.81,36.71,0.37,1.37,0.04
-0.94,13.76,37.28,0.56,0.87,0.09
-0.88,13.41,36.61,0.64,0.37,0.16
-1.11,13.17,35.66,0.55,-0.12,0.27
-1.61,12.63,34.25,0.54,-0.59,0.35
-1.80,11.85,32.92,0.62,-1.04,0.42
-2.31,10.71,31.03,0.76,-1.54,0.43
-3.05,9.34,28.03,0.81,-1.94,0.38
-3.13,8.12,25.80,0.80,-2.22,0.28
-3.03,7.23,24.46,0.65,-2.51,0.14
-3.44,6.78,22.12,0.43,-2.82,-0.01
-4.19,7.18,18.81,0.23,-3.05,-0.18
-3.86,8.44,16.38,0.22,-3.16,-0.25
-3.78,7.88,14.53,0.24,-3.29,-0.21
-3.96,7.32,13.01,0.02,-3.49,-0.26
-4.56,8.52,10.90,-0.17,-3.66,-0.33
-5.32,9.06,7.34,-0.14,-3.71,-0.38
-5.28,9.20,4.37,-0.12,-3.58,-0.43
-4.53,9.51,1.19,-0.03,-3.51,-0.45
-4.41,8.45,-3.06,0.06,-3.34,-0.50
-4.94,9.00,-6.77,0.12,-3.05,-0.59
-5.03,10.22,-10.58,0.44,-2.66,-0.64
-5.00,10.51,-12.98,0.71,-2.21,-0.52
-4.65,9.91,-14.35,0.54,-1.78,-0.31
-4.78,9.95,-15.89,0.17,-1.32,-0.11
-4.79,9.66,-17.96,-0.05,-0.77,0.04
-4.93,8.76,-19.62,-0.17,-0.12,0.15
-5.24,8.02,-19.63,-0.40,0.63,0.19
-4.85,8.27,-17.50,-0.61,1.27,0.25
-4.43,7.69,-14.03,-0.71,1.79,0.33
-4.03,6.94,-10.50,-0.82,2.19,0.35
-3.67,7.07,-7.69,-0.87,2.48,0.35
-3.77,6.90,-5.84,-0.80,2.74,0.39
-4.13,6.25,-4.02,-0.71,2.95,0.43
-5.21,5.88,-2.43,-0.63,3.11,0.40
-6.04,6.39,-0.34,-0.55,3.29,0.37
-6.64,6.94,2.67,-0.44,3.49,0.35
-6.97,6.69,5.69,-0.38,3.64,0.32
-6.88,6.94,8.58,-0.40,3.82,0.22
-5.74,7.43,12.11,-0.32,3.91,0.16
-5.08,6.69,16.19,-0.29,3.85,0.16
-4.46,7.09,19.82,-0.30,3.73,-0.06
-3.70,9.25,23.11,-0.20,3.44,-0.19
-3.24,11.33,26.54,0.08,3.11,-0.22
-3.11,11.69,28.15,0.32,2.75,-0.21
-2.98,11.74,29.02,0.38,2.45,-0.20
-2.38,11.62,29.45,0.37,2.20,-0.21
-2.04,11.84,29.56,0.18,1.98,-0.19
-1.75,12.56,30.70,0.05,1.76,-0.17
-1.42,13.00,32.01,0.06,1.44,-0.16
-0.94,13.13,32.94,0.05,1.07,-0.14
-0.96,13.30,33.40,0.09,0.64,-0.15
-0.75,13.29,33.32,0.23,0.19,-0.14
-0.90,12.73,32.44,0.39,-0.27,-0.10
-1.24,11.60,30.90,0.49,-0.67,-0.09
-1.33,10.21,29.68,0.50,-1.02,-0.07
-1.46,9.26,28.66,0.49,-1.43,-0.10
-1.83,8.71,26.83,0.45,-1.84,-0.12
-2.65,9.03,24.81,0.32,-2.15,-0.07
-3.15,8.57,22.84,0.32,-2.41,-0.02
-3.71,7.29,21.14,0.23,-2.66,-0.04
-3.45,6.84,19.15,0.10,-2.93,-0.18
-3.21,6.11,15.59,-0.12,-3.16,-0.30
-3.53,6.33,11.64,-0.41,-3.25,-0.47
-4.23,8.53,8.05,-0.23,-3.25,-0.65
-5.58,9.57,3.57,0.23,-3.27,-0.70
-5.78,10.14,-0.33,0.52,-3.13,-0.68
-5.94,10.13,-4.38,0.50,-2.94,-0.58
-6.25,10.86,-8.83,0.22,-2.66,-0.45
-6.64,11.63,-12.01,0.11,-2.21,-0.32
-6.07,11.57,-12.66,0.04,-1.59,-0.24
