aX,aY,aZ,gX,gY,gZ
-5.71,10.58,27.69,-0.29,3.28,-0.29
-5.28,11.82,29.88,-0.07,2.96,-0.24
-4.78,13.01,31.44,0.06,2.61,-0.16
-4.24,13.83,32.32,0.12,2.24,-0.01
-3.73,13.89,33.23,0.20,1.88,0.11
-3.22,14.36,34.05,0.25,1.51,0.20
-3.00,14.84,34.46,0.34,1.08,0.35
-3.16,13.62,35.01,0.44,0.65,0.51
-3.14,12.07,35.93,0.42,0.12,0.44
-2.41,12.95,34.39,0.52,-0.44,0.34
-2.29,12.52,33.02,0.75,-0.87,0.41
-2.22,11.19,31.88,0.86,-1.32,0.44
-2.66,10.46,29.51,0.89,-1.74,0.43
-3.24,9.69,26.93,1.00,-2.07,0.40
-3.70,9.02,24.61,1.08,-2.34,0.37
-3.80,8.01,23.35,1.03,-2.60,0.34
-3.54,7.35,22.28,0.71,-2.94,0.31
-3.58,8.26,20.09,0.35,-3.32,0.30
-3.96,8.65,17.03,0.27,-3.59,0.34
-4.86,7.65,14.44,0.36,-3.73,0.30
-5.45,7.02,12.17,0.42,-3.83,0.16
-5.36,6.42,9.35,0.32,-3.89,0.03
-4.91,6.92,6.79,0.19,-3.90,-0.04
-5.04,6.90,3.43,0.21,-3.99,-0.07
-6.12,6.94,-1.74,0.24,-4.01,-0.12
-7.33,7.24,-8.22,0.34,-3.76,-0.16
-8.01,7.09,-12.70,0.42,-3.21,-0.27
-7.62,7.63,-14.69,0.33,-2.59,-0.37
-6.96,8.36,-16.09,0.19,-1.96,-0.39
-6.14,9.08,-16.97,0.02,-1.42,-0.31
-5.63,8.97,-18.36,-0.17,-0.95,-0.14
-5.69,8.58,-19.50,-0.44,-0.44,0.01
-6.13,8.15,-19.82,-0.70,0.25,0.11
-5.85,8.32,-18.15,-0.82,0.95,0.12
-5.01,8.47,-14.85,-0.83,1.59,0.09
-3.85,8.02,-11.21,-0.78,2.02,0.08
-3.26,7.49,-8.46,-0.82,2.28,0.13
-3.79,7.08,-6.72,-0.95,2.52,0.17
-4.40,7.04,-4.89,-1.05,2.78,0.20
-4.93,6.77,-2.80,-1.01,3.05,0.21
-5.27,6.07,0.09,-0.86,3.34,0.15
-5.80,6.20,2.80,-0.70,3.56,0.05
-6.67,6.70,5.36,-0.55,3.72,-0.06
-7.88,7.69,7.86,-0.44,3.87,-0.11
-8.33,8.42,11.95,-0.28,3.99,-0.11
-8.10,8.58,16.06,-0.24,4.01,-0.09
-7.02,8.70,19.84,-0.31,3.87,-0.06
-6.36,9.14,23.21,-0.38,3.53,-0.05
-5.35,10.11,25.90,-0.33,3.28,-0.02
-4.80,10.96,28.61,-0.19,2.97,-0.02
-3.89,11.77,30.90,-0.13,2.70,-0.03
-3.57,12.61,32.62,-0.03,2.35,-0.02
-2.92,13.27,33.98,0.21,1.95,-0.04
-2.44,12.93,34.96,0.43,1.57,-0.03
-2.02,13.06,35.86,0.54,1.14,-0.04
-1.42,13.17,35.98,0.63,0.60,0.01
-1.22,12.61,35.20,0.70,0.04,0.10
-1.45,11.82,34.04,0.73,-0.47,0.16
-1.80,11.07,32.00,0.78,-0.92,0.16
-2.29,10.18,29.68,0.91,-1.27,0.13
-3.11,9.27,27.45,0.98,-1.58,0.05
-3.06,8.69,25.62,0.94,-1.87,0.02
-3.33,8.12,23.88,0.73,-2.21,0.00
-3.63,8.65,21.29,0.62,-2.56,0.01
-3.85,8.14,17.92,0.67,-2.77,0.03
-3.11,7.35,15.00,0.68,-2.88,-0.03
-2.04,7.01,12.05,0.63,-3.03,-0.12
-2.18,7.13,7.67,0.66,-3.26,-0.14
-5.06,6.29,0.01,0.75,-3.46,-0.13
-7.42,5.87,-7.39,0.62,-3.32,-0.15
-8.48,7.43,-12.97,0.27,-2.72,-0.21
-7.58,8.87,-13.73,0.23,-1.96,-0.23
-6.08,9.45,-12.48,0.24,-1.31,-0.23
-4.65,10.23,-10.99,0.27,-0.80,-0.22
-3.99,10.86,-9.50,0.25,-0.34,-0.16
-3.60,11.32,-7.43,0.20,0.06,-0.02
-3.62,10.74,-4.70,0.06,0.42,0.10
-0.18,9.67,16.39,0.32,-0.01,-0.10
-0.40,9.73,17.85,0.37,-0.12,-0.11
-0.08,10.44,19.90,0.20,-0.23,-0.07
0.20,11.36,22.25,0.05,-0.37,-0.03
0.15,11.39,24.04,0.11,-0.53,-0.04
0.70,11.54,26.56,0.32,-0.76,-0.08
0.62,11.08,27.97,0.66,-1.15,-0.18
0.39,11.45,28.50,0.99,-1.56,-0.29
0.33,11.27,28.89,1.12,-2.03,-0.26
-0.50,10.56,27.71,0.79,-2.58,-0.13
-1.32,9.94,25.12,0.18,-3.08,0.04
-1.53,10.00,22.04,-0.28,-3.62,0.20
-3.02,9.32,16.19,-0.11,-4.06,0.22
-5.05,8.74,8.99,0.55,-4.16,0.04
-6.76,7.51,3.19,1.05,-4.02,-0.16
-8.09,6.82,-1.21,0.96,-3.66,-0.30
-8.69,7.25,-4.49,0.52,-3.32,-0.31
-9.24,6.94,-8.39,-0.01,-2.94,-0.33
-8.95,8.56,-11.22,-0.35,-2.46,-0.39
-8.43,10.46,-13.32,-0.42,-1.96,-0.36
-7.91,11.77,-14.43,-0.41,-1.49,-0.21
-7.64,11.06,-15.78,-0.48,-1.03,-0.02
-7.15,11.08,-16.78,-0.66,-0.51,0.11
-6.42,10.14,-17.19,-0.74,0.09,0.24
-5.66,9.39,-16.82,-0.80,0.75,0.25
-4.68,9.39,-16.41,-0.66,1.30,0.28
-4.46,8.29,-15.22,-0.67,1.87,0.34
-4.71,7.78,-13.46,-0.87,2.42,0.37
-5.11,7.16,-11.25,-1.02,2.90,0.39
-5.86,6.69,-9.69,-1.08,3.29,0.39
-7.09,6.67,-8.14,-1.03,3.67,0.37
-8.60,6.80,-6.45,-1.00,4.07,0.35
-10.13,7.41,-2.16,-0.99,4.56,0.36
-11.26,7.24,3.49,-0.89,4.90,0.38
-11.73,7.08,10.23,-0.88,5.11,0.36
-11.30,7.05,16.47,-0.89,5.12,0.31
-10.07,7.44,21.25,-0.90,4.90,0.30
-9.20,7.59,24.75,-0.82,4.67,0.31
-8.55,7.75,28.05,-0.67,4.43,0.26
-7.56,8.71,32.10,-0.46,4.19,0.16
-6.00,10.03,36.02,-0.15,3.83,0.09
-4.72,11.31,38.30,0.10,3.33,0.10
-3.54,11.46,40.03,0.29,2.80,0.15
-2.89,11.60,40.86,0.29,2.25,0.25
-2.71,11.44,41.21,0.32,1.70,0.30
-2.32,11.43,41.44,0.46,1.12,0.30
-2.00,11.45,41.19,0.62,0.51,0.30
-1.81,11.80,40.28,0.82,-0.08,0.32
-2.04,11.19,38.98,1.01,-0.66,0.37
-2.22,9.97,37.63,1.17,-1.26,0.36
-2.53,9.29,35.69,1.17,-1.87,0.35
-3.39,8.40,32.96,1.17,-2.46,0.37
-4.14,7.25,29.79,1.05,-2.92,0.37
-4.86,6.68,27.60,0.83,-3.30,0.32
-5.53,6.52,25.16,0.69,-3.69,0.25
-6.31,6.39,22.18,0.60,-4.00,0.17
-6.63,6.37,19.49,0.57,-4.20,0.05
-7.27,6.42,16.88,0.60,-4.33,-0.05
-7.04,6.95,13.77,0.67,-4.52,-0.29
-7.78,7.50,10.52,0.61,-4.59,-0.37
-8.32,8.23,6.76,0.46,-4.62,-0.39
-8.90,9.25,2.72,0.34,-4.58,-0.40
-9.33,9.21,-1.15,0.42,-4.39,-0.42
-9.56,10.15,-4.73,0.53,-4.13,-0.46
-8.37,10.96,-7.83,0.74,-3.83,-0.43
-7.54,10.70,-11.61,0.86,-3.58,-0.31
-7.38,10.64,-16.93,0.67,-3.21,-0.16
-7.33,10.44,-21.28,0.42,-2.62,0.00
-7.23,9.84,-23.95,0.02,-1.88,0.13
-6.90,9.38,-25.50,-0.27,-1.02,0.22
-6.42,8.67,-25.07,-0.49,-0.06,0.29
-5.81,8.05,-23.10,-0.68,0.84,0.31
-5.09,8.01,-20.06,-0.83,1.65,0.34
-4.36,7.58,-15.93,-1.00,2.32,0.43
-4.27,6.08,-11.38,-1.17,2.81,0.48
-4.93,5.94,-8.20,-1.31,3.19,0.44
-5.65,5.87,-5.57,-1.26,3.51,0.42
-6.75,5.54,-2.72,-1.17,3.85,0.40
-7.47,5.28,0.83,-1.03,4.18,0.32
-7.59,4.95,4.50,-0.97,4.40,0.27
-7.99,5.06,8.15,-0.92,4.55,0.17
-7.81,5.85,11.43,-0.78,4.60,0.08
-8.15,6.55,15.22,-0.57,4.58,0.01
-7.85,7.43,18.92,-0.30,4.43,-0.02
-7.71,8.65,22.71,-0.12,4.23,-0.05
-7.07,9.54,26.40,0.04,3.98,-0.09
-5.67,10.45,30.10,0.25,3.65,-0.17
-4.31,11.37,32.36,0.39,3.26,-0.22
-3.37,11.87,33.31,0.51,2.82,-0.23
-2.63,12.13,34.10,0.56,2.41,-0.20
-2.17,12.65,34.69,0.56,1.98,-0.15
-1.77,13.07,35.17,0.63,1.53,-0.07
-1.75,12.63,35.81,0.68,1.09,0.00
-1.09,12.14,36.13,0.74,0.56,-0.01
-1.16,12.01,35.59,0.86,-0.03,-0.03
-1.27,11.69,33.94,1.02,-0.63,0.00
-1.47,11.04,32.29,1.13,-1.15,0.07
-1.90,9.55,30.54,1.08,-1.71,0.16
-2.54,8.89,28.33,0.90,-2.19,0.19
-3.52,7.94,24.80,0.76,-2.66,0.24
-4.31,6.80,20.74,0.59,-2.93,0.22
-4.58,5.69,17.22,0.52,-3.09,0.12
-3.74,5.14,13.49,0.54,-3.27,-0.05
-3.13,5.93,7.94,0.62,-3.46,-0.26
-4.43,7.47,0.81,0.75,-3.52,-0.40
-6.55,8.26,-6.59,0.75,-3.36,-0.40
-7.94,8.58,-12.27,0.48,-2.89,-0.37
-8.49,9.52,-15.25,0.23,-2.25,-0.30
-7.35,10.52,-14.52,0.13,-1.57,-0.20
-5.58,10.35,-12.00,0.07,-1.01,-0.14
-3.70,11.20,-9.25,-0.11,-0.58,-0.07
-2.67,11.35,-6.81,-0.20,-0.19,0.08
-2.11,10.48,-3.81,-0.17,0.17,0.15
-1.12,9.45,-0.13,-0.22,0.45,0.17
0.23,8.93,3.60,-0.39,0.64,0.18
1.33,8.43,6.40,-0.45,0.74,0.18
2.10,7.92,9.37,-0.38,0.76,0.13
2.44,7.87,11.59,-0.33,0.67,0.05
2.22,8.23,12.53,-0.30,0.55,-0.02
1.54,8.92,12.58,-0.27,0.44,-0.05
-0.49,9.61,10.39,-0.03,0.12,-0.02
-0.48,9.36,10.47,-0.02,0.14,-0.05
-0.56,9.41,10.59,0.05,0.13,-0.08
-0.68,9.48,10.40,0.05,0.14,-0.09
-0.66,9.67,10.20,0.04,0.16,-0.09
-0.79,9.84,10.37,0.03,0.20,-0.05
-0.74,9.76,10.63,-0.01,0.23,-0.02
-0.87,9.71,10.59,-0.04,0.27,0.00
-0.76,9.79,11.03,-0.02,0.32,0.01
-0.73,9.72,11.72,0.06,0.37,0.02
-0.35,9.89,13.09,0.12,0.36,0.03
0.07,10.02,13.98,0.25,0.26,0.08
0.07,9.55,14.51,0.34,0.16,0.13
-0.09,9.39,14.96,0.30,0.09,0.13
-0.25,9.61,15.49,0.29,0.04,0.13
-0.28,9.68,16.69,0.24,-0.00,0.12
-0.05,10.01,18.13,0.23,-0.03,0.09
0.81,10.53,20.13,0.27,-0.09,0.04
1.59,10.82,22.50,0.32,-0.22,0.03
1.88,10.51,24.82,0.42,-0.45,0.02
1.97,10.09,26.49,0.48,-0.81,-0.01
1.29,10.16,26.36,0.46,-1.24,-0.01
0.47,9.99,25.57,0.49,-1.60,-0.00
-0.21,9.13,24.02,0.46,-1.92,0.01
-0.88,8.46,21.84,0.33,-2.15,-0.02
-1.01,8.11,20.06,0.24,-2.31,-0.08
-1.29,7.68,18.18,0.24,-2.53,-0.16
-1.85,7.32,15.49,0.30,-2.76,-0.25
-2.90,7.52,12.18,0.27,-2.95,-0.34
-3.89,8.15,8.58,0.23,-3.07,-0.38
-5.59,8.65,2.86,0.08,-3.01,-0.39
-6.27,9.41,-1.57,0.03,-2.75,-0.44
-6.41,9.39,-5.23,0.19,-2.40,-0.47
-6.65,9.40,-8.83,0.34,-2.11,-0.52
-7.15,9.70,-13.17,0.44,-1.71,-0.53
-7.71,10.37,-16.20,0.32,-1.21,-0.42
-7.53,10.36,-18.15,-0.06,-0.63,-0.20
-7.41,10.35,-18.02,-0.58,0.05,0.04
-6.96,9.65,-16.98,-0.80,0.69,0.15
-5.99,10.08,-15.17,-0.80,1.30,0.14
-4.83,10.81,-11.70,-0.66,1.84,0.14
-3.91,10.81,-7.88,-0.56,2.19,0.22
-3.54,10.72,-5.44,-0.56,2.39,0.34
-3.78,9.72,-3.73,-0.63,2.59,0.50
-4.19,8.63,-1.83,-0.64,2.86,0.54
-4.68,8.11,0.54,-0.53,3.11,0.47
-5.36,7.95,2.54,-0.40,3.35,0.38
-5.92,7.86,5.12,-0.29,3.53,0.27
-6.16,8.35,7.61,-0.22,3.64,0.19
-6.62,8.48,10.11,-0.24,3.73,0.16
-6.49,9.30,13.25,-0.26,3.76,0.15
-6.52,9.79,16.49,-0.19,3.68,0.18
-5.84,9.73,19.64,-0.14,3.55,0.25
-5.29,9.52,21.93,-0.10,3.38,0.26
-4.62,9.30,23.96,-0.03,3.21,0.26
-3.81,9.09,26.16,0.09,3.00,0.22
-3.14,9.07,28.51,0.22,2.76,0.14
-2.51,9.54,30.69,0.29,2.43,0.10
-2.10,9.85,32.14,0.27,2.09,0.11
-1.46,9.88,33.10,0.26,1.70,0.12
-0.97,9.84,34.07,0.24,1.30,0.10
-0.65,10.56,34.87,0.27,0.86,0.07
-0.61,11.19,34.75,0.41,0.37,0.09
-0.86,10.99,34.01,0.55,-0.09,0.15
-1.24,10.63,33.17,0.64,-0.51,0.18
-1.40,10.21,32.00,0.76,-0.94,0.19
-1.87,9.35,30.45,0.93,-1.31,0.19
-2.29,8.46,28.61,1.12,-1.64,0.12
-2.71,7.84,26.60,1.19,-1.93,0.03
-3.12,7.46,24.77,1.11,-2.20,-0.01
-3.68,7.37,23.07,0.88,-2.48,-0.05
-4.36,7.60,21.61,0.69,-2.73,-0.09
-4.92,8.34,19.53,0.59,-2.97,-0.10
-5.33,8.31,17.01,0.61,-3.13,-0.12
-5.25,8.27,14.79,0.61,-3.24,-0.18
-5.25,8.60,12.23,0.60,-3.38,-0.25
-5.71,8.46,8.83,0.48,-3.51,-0.25
-6.35,8.77,5.32,0.24,-3.55,-0.22
-6.66,9.10,1.85,0.04,-3.50,-0.21
-6.44,9.75,-1.17,-0.14,-3.39,-0.23
-5.78,10.95,-4.61,-0.07,-3.19,-0.21
-5.82,10.99,-8.40,0.27,-2.92,-0.23
-5.67,11.08,-11.89,0.54,-2.57,-0.25
-5.64,11.25,-14.62,0.54,-2.09,-0.17
-5.29,10.90,-15.68,0.34,-1.59,0.00
-4.99,9.92,-16.45,-0.04,-1.11,0.17
-4.44,9.61,-17.09,-0.41,-0.66,0.31
-4.55,8.82,-17.78,-0.56,-0.14,0.40
-4.46,8.33,-17.32,-0.60,0.52,0.40
-4.21,8.48,-15.10,-0.62,1.16,0.37
-3.78,8.57,-12.10,-0.52,1.66,0.36
-3.13,7.67,-9.04,-0.52,2.01,0.40
-2.81,6.67,-6.64,-0.72,2.25,0.46
-2.86,6.61,-4.86,-0.88,2.51,0.46
-2.99,6.87,-2.52,-0.69,2.78,0.38
-3.66,6.56,0.22,-0.49,2.99,0.27
-4.31,6.14,2.72,-0.46,3.20,0.19
-5.10,6.22,4.73,-0.51,3.26,0.12
-6.01,5.79,6.48,-0.57,3.39,0.10
-6.72,6.02,8.69,-0.62,3.54,-0.01
-6.52,7.37,12.63,-0.55,3.71,-0.14
-5.57,8.78,17.72,-0.37,3.70,-0.18
-4.65,9.72,22.42,-0.27,3.46,-0.13
-4.11,10.38,25.14,-0.29,3.09,-0.06
-4.14,10.63,26.40,-0.31,2.76,-0.01
-4.08,11.43,27.96,-0.17,2.52,-0.03
-3.41,12.16,29.77,0.07,2.31,-0.03
-2.58,12.42,32.00,0.18,1.96,0.01
-1.67,12.35,33.21,0.16,1.54,0.08
-0.97,12.05,33.19,0.20,1.08,0.15
-0.59,11.43,32.98,0.32,0.67,0.17
-0.37,10.75,33.01,0.49,0.27,0.14
-0.39,10.44,32.57,0.61,-0.16,0.09
-0.50,10.22,31.50,0.73,-0.57,0.07
-1.06,9.94,30.08,0.87,-0.97,0.08
-1.48,9.06,27.68,1.03,-1.32,0.07
-1.85,7.92,25.30,1.15,-1.63,-0.02
-2.03,7.19,23.50,1.13,-1.97,-0.12
-2.43,7.10,20.30,0.78,-2.35,-0.11
-3.28,6.64,15.88,0.27,-2.57,-0.07
0.38,10.02,14.59,0.25,0.26,0.04
0.63,10.41,15.00,0.22,0.24,0.10
0.97,11.07,15.71,0.12,0.23,0.21
1.01,10.44,17.86,0.06,0.16,0.32
1.18,9.34,20.79,-0.04,-0.12,0.24
1.40,9.79,21.75,-0.09,-0.57,0.08
1.21,10.34,21.05,-0.00,-0.96,-0.01
0.46,10.82,19.44,0.15,-1.25,-0.03
-0.47,10.65,17.87,0.43,-1.46,-0.03
-1.33,9.66,16.17,0.62,-1.58,-0.11
-1.51,9.56,14.76,0.55,-1.57,-0.17
-2.03,9.19,14.06,0.37,-1.55,-0.16
-2.17,8.08,13.72,0.12,-1.57,-0.21
-2.18,8.14,12.90,-0.19,-1.67,-0.31
-1.98,8.51,11.86,-0.35,-1.77,-0.37
-2.03,9.47,10.37,-0.45,-1.90,-0.41
-2.10,9.82,8.87,-0.26,-2.06,-0.37
-2.46,9.45,6.63,-0.04,-2.19,-0.40
-3.14,9.37,3.56,0.02,-2.20,-0.45
-3.41,9.34,1.13,-0.06,-2.07,-0.44
-3.58,8.75,-1.17,-0.19,-1.91,-0.40
-3.85,8.56,-3.58,-0.35,-1.66,-0.42
-3.95,9.19,-5.77,-0.42,-1.34,-0.47
-3.88,10.25,-7.55,-0.08,-0.98,-0.51
-3.53,10.35,-8.35,0.15,-0.63,-0.45
-3.54,9.84,-9.22,-0.01,-0.32,-0.33
-3.89,9.23,-10.17,-0.33,0.01,-0.18
-4.15,8.44,-10.62,-0.64,0.41,-0.12
-4.16,9.02,-10.29,-0.74,0.87,-0.13
-3.75,9.34,-8.98,-0.56,1.35,-0.12
-3.43,8.56,-7.20,-0.44,1.72,-0.09
-2.92,7.62,-5.90,-0.50,1.98,-0.04
-3.39,6.82,-5.13,-0.65,2.24,-0.02
-4.11,6.29,-3.47,-0.80,2.51,-0.02
-5.34,7.49,-1.29,-0.89,2.81,-0.09
-5.78,8.14,1.87,-0.75,3.13,-0.06
-6.37,8.03,4.74,-0.58,3.28,-0.03
-6.58,7.66,7.42,-0.52,3.47,-0.06
-6.85,7.73,10.15,-0.50,3.58,-0.08
-7.10,7.98,13.31,-0.41,3.60,-0.12
-7.01,8.44,16.27,-0.43,3.53,-0.12
-6.86,9.27,18.83,-0.45,3.42,-0.06
-6.58,9.46,21.52,-0.42,3.29,0.01
-6.21,10.00,24.05,-0.36,3.08,0.00
-5.64,11.09,26.16,-0.27,2.84,0.01
-5.05,12.06,28.26,-0.19,2.58,0.03
-4.48,13.00,30.16,-0.15,2.28,0.10
-3.96,13.24,31.71,-0.07,1.95,0.18
-3.45,13.19,33.12,0.04,1.56,0.25
-3.05,12.89,33.50,0.08,1.14,0.32
-2.90,12.65,33.93,0.09,0.69,0.38
-2.59,12.42,33.96,0.14,0.22,0.43
-2.82,12.29,33.33,0.32,-0.26,0.49
-3.16,11.40,32.03,0.59,-0.70,0.52
-3.23,9.94,30.61,0.78,-1.06,0.50
-3.04,8.90,29.03,0.79,-1.39,0.48
-3.42,7.98,27.06,0.70,-1.71,0.43
-3.64,7.36,25.40,0.64,-2.01,0.34
-3.91,7.23,23.96,0.62,-2.29,0.20
-4.14,7.84,22.82,0.65,-2.57,0.10
-4.55,8.75,21.13,0.71,-2.88,0.04
-4.72,9.01,19.18,0.67,-3.09,0.04
-4.57,8.71,17.88,0.53,-3.28,0.07
-4.24,8.09,15.91,0.30,-3.53,0.12
-4.35,7.89,12.52,0.14,-3.78,0.14
-5.27,7.55,8.19,0.28,-3.91,0.11
-6.74,6.82,3.43,0.62,-3.87,-0.02
-7.67,6.57,-0.51,0.84,-3.64,-0.20
-7.21,7.03,-2.96,0.87,-3.32,-0.36
-6.33,7.21,-5.11,0.64,-3.07,-0.37
-5.53,6.64,-7.62,0.20,-2.88,-0.31
-5.60,6.97,-10.81,-0.25,-2.67,-0.32
-5.85,8.41,-14.46,-0.32,-2.21,-0.38
-5.67,9.73,-16.25,-0.15,-1.56,-0.38
-4.86,9.81,-15.79,-0.11,-0.91,-0.30
-4.04,9.49,-15.23,-0.28,-0.40,-0.20
-3.37,9.70,-15.07,-0.44,0.03,-0.09
-3.44,9.22,-15.32,-0.48,0.47,0.02
-3.38,8.47,-15.03,-0.55,0.95,0.07
-3.43,8.01,-13.37,-0.70,1.53,0.04
-3.01,8.70,-10.16,-0.75,2.03,0.02
-2.86,8.73,-6.83,-0.64,2.37,0.03
-2.84,8.10,-3.82,-0.56,2.61,0.03
-3.07,7.95,-1.55,-0.60,2.76,0.00
-3.61,8.01,0.83,-0.67,2.87,0.05
-4.79,8.26,2.74,-0.70,2.98,0.08
-5.77,9.01,5.01,-0.62,3.15,0.09
-7.00,9.54,7.20,-0.41,3.27,0.09
-7.31,8.98,9.52,-0.23,3.44,0.10
-7.49,8.69,12.29,-0.18,3.45,0.09
-7.38,8.50,14.78,-0.19,3.45,0.03
-7.19,9.21,17.38,-0.22,3.33,-0.02
-7.10,9.87,19.56,-0.16,3.16,-0.01
-6.49,10.33,21.42,-0.16,3.02,0.06
-5.95,11.10,23.32,-0.15,2.82,0.12
-5.19,10.97,24.75,-0.03,2.61,0.16
-4.79,10.66,25.86,0.04,2.39,0.16
-4.18,10.87,26.96,0.13,2.18,0.11
-3.44,10.92,28.34,0.25,1.92,0.08
-3.17,11.10,29.75,0.28,1.61,0.04
-2.79,11.55,30.97,0.25,1.22,0.01
-2.26,11.93,31.39,0.28,0.79,0.01
-2.16,12.47,31.45,0.32,0.39,0.02
-2.11,12.79,31.14,0.43,-0.00,0.06
-2.25,12.86,30.33,0.57,-0.42,0.11
-2.24,12.01,29.41,0.75,-0.82,0.19
-2.55,10.64,27.98,0.78,-1.22,0.25
-3.28,9.76,26.15,0.66,-1.58,0.25
-3.81,9.20,23.87,0.54,-1.92,0.29
-4.48,8.17,20.96,0.35,-2.16,0.32
-4.68,7.57,18.28,0.19,-2.34,0.26
-4.40,7.01,15.51,0.10,-2.45,0.18
-4.12,6.80,13.17,0.04,-2.50,0.07
-3.22,6.55,10.53,0.16,-2.59,-0.06
-1.22,6.65,7.14,0.23,-2.76,-0.15
-0.40,7.74,1.63,0.41,-3.03,-0.12
-2.95,6.56,-7.21,0.78,-3.29,0.05
-6.30,4.74,-16.30,0.81,-3.09,0.07
-8.09,3.95,-22.45,0.58,-2.34,-0.04
-7.33,5.42,-22.06,0.28,-1.17,-0.19
-0.63,10.40,10.85,0.02,0.04,0.08
-0.72,10.07,11.07,0.01,0.00,0.10
-0.67,10.09,10.89,-0.06,-0.01,0.10
-0.71,10.13,10.90,-0.07,-0.00,0.12
-0.90,9.83,11.33,-0.02,0.04,0.12
-0.56,9.35,11.75,0.05,0.07,0.08
-0.09,9.05,12.43,0.08,0.06,0.02
0.30,9.40,13.05,-0.03,0.02,0.02
0.70,9.51,13.36,-0.04,-0.07,0.03
0.53,9.53,13.24,-0.10,-0.18,0.05
0.21,9.95,12.39,-0.11,-0.27,0.07
-0.15,10.52,11.38,-0.03,-0.29,0.09
-0.42,10.24,10.88,0.15,-0.25,0.11
-0.62,9.77,10.63,0.22,-0.23,0.10
-0.81,9.79,10.05,0.24,-0.20,0.10
-1.26,9.83,9.64,0.28,-0.14,0.12
-1.69,9.54,9.60,0.28,-0.03,0.15
-1.52,8.53,11.65,0.25,0.08,0.11
-1.42,9.50,13.46,0.07,0.13,-0.05
-0.85,11.85,15.98,0.06,0.21,-0.11
-0.10,12.38,19.92,0.28,0.36,-0.13
0.22,12.11,25.78,0.36,0.39,-0.27
2.25,13.27,30.56,0.51,0.06,-0.39
2.86,13.67,33.99,0.51,-0.46,-0.34
3.17,14.43,35.23,0.44,-1.15,-0.16
1.94,14.37,35.83,0.42,-1.79,0.08
1.20,12.11,33.04,0.56,-2.49,0.30
-1.01,8.36,28.39,0.68,-3.18,0.38
-3.05,5.50,20.85,0.57,-3.65,0.28
-5.91,4.24,12.76,0.06,-3.79,0.20
-7.80,4.71,4.62,-0.30,-3.64,0.01
-9.38,5.53,-2.74,-0.06,-3.37,-0.24
-9.21,5.87,-8.75,0.30,-2.95,-0.42
-8.91,5.18,-13.48,0.24,-2.68,-0.47
-8.61,5.32,-20.42,-0.25,-2.51,-0.40
-9.73,7.09,-27.96,-0.50,-2.24,-0.21
-10.17,8.09,-33.47,-0.59,-1.30,0.00
-9.15,8.05,-32.31,-0.50,-0.11,0.04
-7.76,8.52,-26.76,-0.48,0.94,-0.04
-5.59,10.04,-20.91,-0.57,1.63,-0.03
-4.07,11.32,-15.49,-0.63,2.17,0.15
-3.68,10.47,-11.30,-0.65,2.47,0.37
-4.18,9.50,-7.98,-0.78,2.70,0.48
-5.29,10.03,-5.02,-0.75,2.90,0.53
-7.06,10.32,-2.75,-0.42,3.12,0.53
-7.85,9.42,0.20,-0.12,3.39,0.47
-8.39,8.51,3.62,-0.10,3.69,0.40
-8.04,8.43,7.10,-0.19,3.87,0.28
-8.17,8.73,10.65,-0.27,3.99,0.18
-8.12,9.73,13.50,-0.37,4.07,0.13
-8.07,10.77,17.75,-0.34,4.08,0.14
-7.39,11.20,21.76,-0.22,3.88,0.21
-6.55,10.13,24.29,-0.18,3.57,0.30
-5.29,9.43,26.69,-0.23,3.32,0.32
-3.24,8.88,29.28,-0.30,3.08,0.32
-1.89,7.72,32.02,-0.37,2.83,0.26
-0.74,8.03,34.89,-0.36,2.47,0.12
-0.07,9.44,36.95,-0.24,1.95,-0.01
-0.26,10.45,37.52,-0.08,1.41,-0.01
-0.38,11.13,37.21,0.09,0.87,0.02
-0.17,11.18,36.84,0.26,0.46,0.07
0.09,11.18,36.63,0.40,0.03,0.07
-0.13,11.15,36.30,0.58,-0.38,0.07
-0.77,10.96,35.64,0.79,-0.79,0.08
-1.55,10.50,34.04,1.05,-1.22,0.10
-1.89,9.31,31.78,1.20,-1.62,0.16
-1.99,8.16,29.41,1.11,-1.99,0.21
-2.41,7.01,26.79,1.01,-2.31,0.19
-2.74,6.15,24.74,0.81,-2.59,0.11
-3.28,5.99,22.64,0.58,-2.82,0.01
-3.91,6.41,20.79,0.41,-3.01,-0.11
-4.98,7.58,18.18,0.38,-3.18,-0.23
-5.79,8.15,15.70,0.51,-3.29,-0.32
-6.32,8.20,13.17,0.57,-3.41,-0.38
-6.04,8.15,10.47,0.50,-3.57,-0.37
-6.38,7.92,7.14,0.35,-3.72,-0.32
-7.42,8.00,2.09,0.18,-3.81,-0.30
-8.43,8.41,-2.69,0.06,-3.72,-0.34
-9.36,9.39,-7.36,0.10,-3.35,-0.43
-8.31,10.37,-9.86,0.23,-2.75,-0.54
-6.12,10.95,-9.14,0.34,-2.31,-0.48
-4.73,10.16,-9.93,0.27,-2.21,-0.34
-4.53,9.48,-13.68,-0.05,-2.17,-0.18
-5.41,9.93,-18.53,-0.41,-1.80,-0.00
-6.33,10.16,-21.10,-0.50,-1.00,0.09
-6.07,10.34,-19.74,-0.39,-0.04,0.10
-4.80,9.77,-15.87,-0.24,0.66,0.10
-3.72,9.20,-13.53,-0.31,1.01,0.16
