aX,aY,aZ,gX,gY,gZ
-6.54,0.16,6.19,0.80,3.85,-0.31
-5.92,0.27,9.72,0.92,3.77,-0.53
-4.40,1.28,13.24,0.84,3.60,-0.60
-3.00,1.73,15.54,0.72,3.35,-0.49
-2.04,1.45,17.60,0.69,3.09,-0.38
-1.48,0.53,19.50,0.70,2.80,-0.36
-1.35,-0.95,21.21,0.70,2.47,-0.40
-0.95,-1.48,22.90,0.57,2.13,-0.54
0.01,-0.93,23.87,0.41,1.72,-0.60
0.49,-0.29,24.55,0.30,1.25,-0.59
1.02,0.00,24.32,0.13,0.78,-0.54
0.78,0.44,23.31,-0.00,0.38,-0.54
0.78,0.50,22.47,-0.05,0.12,-0.56
0.97,0.44,22.40,-0.14,-0.05,-0.60
1.36,0.76,22.92,-0.30,-0.26,-0.61
2.01,1.74,23.08,-0.43,-0.60,-0.65
2.50,2.97,22.59,-0.42,-1.05,-0.67
2.54,3.82,21.47,-0.28,-1.57,-0.62
2.25,3.76,19.91,-0.22,-1.93,-0.51
2.00,3.49,19.08,-0.25,-2.14,-0.37
1.23,2.94,18.51,-0.29,-2.33,-0.22
-0.05,2.07,17.76,-0.24,-2.57,-0.14
-1.12,1.76,16.48,-0.15,-2.82,-0.18
-1.84,2.29,16.13,-0.11,-3.16,-0.27
-1.09,4.08,15.52,-0.36,-3.72,-0.13
-2.64,4.69,12.00,-0.49,-4.29,0.30
-4.96,2.22,8.88,-0.54,-4.46,0.61
-7.20,0.04,7.47,-0.79,-4.43,0.69
-8.67,-1.03,6.69,-1.01,-4.44,0.61
-9.92,-0.60,3.58,-1.07,-4.78,0.28
-10.42,1.03,-1.13,-0.82,-5.09,-0.11
-9.12,2.69,-4.12,-0.50,-4.97,-0.15
-8.95,3.27,-7.07,-0.58,-4.96,0.13
-10.53,2.44,-10.29,-0.66,-4.86,0.46
-12.42,0.56,-13.64,-0.67,-4.76,0.52
-13.55,-0.26,-17.35,-0.61,-4.58,0.33
-12.89,0.02,-21.63,-0.49,-4.17,0.04
-10.63,1.24,-24.19,-0.32,-3.63,-0.08
-9.08,1.81,-25.22,-0.25,-3.12,0.06
-8.82,0.96,-26.72,-0.23,-2.64,0.28
-9.48,-0.92,-28.03,-0.09,-2.14,0.35
-9.87,-2.59,-28.67,0.06,-1.61,0.24
-9.77,-3.56,-29.02,0.05,-0.98,0.05
-9.21,-2.46,-29.17,-0.03,-0.37,-0.19
-8.78,-0.85,-29.12,-0.00,0.30,-0.34
-8.29,0.40,-28.00,0.15,1.05,-0.44
-7.57,1.09,-25.24,0.28,1.75,-0.47
-6.25,1.39,-21.03,0.31,2.37,-0.42
-5.66,1.55,-17.64,0.33,2.68,-0.32
-6.06,1.22,-15.98,0.40,2.81,-0.27
-6.75,0.86,-14.75,0.52,2.91,-0.29
-7.57,0.46,-13.57,0.61,3.08,-0.32
-7.98,0.16,-12.40,0.68,3.34,-0.38
-8.08,-0.24,-10.66,0.77,3.61,-0.42
-8.36,-1.04,-8.21,0.81,3.91,-0.44
-7.71,-1.05,-5.22,0.69,4.11,-0.47
-7.48,-0.23,-3.47,0.52,4.14,-0.46
-7.32,0.73,-2.10,0.48,4.17,-0.40
-7.17,1.32,-0.52,0.52,4.17,-0.33
-7.18,1.29,1.13,0.58,4.15,-0.25
-7.26,0.87,2.94,0.63,4.16,-0.20
-6.85,0.59,5.07,0.63,4.15,-0.17
-6.83,0.23,6.82,0.70,4.08,-0.18
-6.68,-0.11,9.06,0.74,4.00,-0.26
-5.54,0.69,11.48,0.70,3.82,-0.35
-4.57,1.21,13.89,0.70,3.66,-0.37
-3.09,1.36,17.14,0.62,3.51,-0.38
-1.47,1.40,20.19,0.47,3.23,-0.35
-0.53,1.42,22.35,0.37,2.82,-0.27
0.06,0.62,23.97,0.35,2.29,-0.21
0.57,0.56,25.64,0.21,1.82,-0.16
1.21,1.24,26.70,0.02,1.29,-0.03
0.99,1.36,26.08,-0.13,0.76,0.13
0.28,0.76,25.25,-0.16,0.31,0.19
-0.20,0.22,24.51,-0.21,-0.06,0.13
-0.59,0.02,24.18,-0.27,-0.42,0.06
-0.48,-0.12,23.77,-0.39,-0.83,-0.05
-0.37,0.76,22.50,-0.49,-1.28,-0.17
-0.24,1.73,20.66,-0.42,-1.73,-0.20
-0.15,2.10,19.28,-0.34,-2.11,-0.19
0.18,2.46,17.56,-0.35,-2.47,-0.10
0.11,2.13,15.34,-0.34,-2.70,0.02
-0.13,1.02,14.34,-0.32,-2.86,0.10
-0.88,-0.33,13.17,-0.31,-3.16,0.17
-1.68,-1.26,11.87,-0.41,-3.59,0.16
-2.00,-0.35,7.69,-0.48,-4.11,0.16
-3.30,-0.26,3.25,-0.43,-4.34,0.19
-2.44,-0.30,-2.14,-0.59,-4.41,0.14
-3.32,0.71,-7.59,-0.62,-4.26,0.16
-3.18,0.53,-12.26,-0.61,-4.02,0.25
-5.45,0.02,-16.79,-0.64,-3.77,0.38
-6.72,0.62,-21.25,-0.53,-3.41,0.35
-6.93,1.63,-24.30,-0.23,-2.95,0.29
-0.63,-0.32,0.34,-0.06,-0.10,0.06
-0.56,-0.34,0.39,-0.09,-0.10,0.06
-0.67,-0.38,0.38,-0.09,-0.11,0.06
-0.78,-0.42,0.34,-0.09,-0.12,0.05
-0.76,-0.36,0.46,-0.10,-0.13,0.04
-0.75,-0.29,0.61,-0.12,-0.13,0.02
-0.66,-0.17,0.51,-0.15,-0.12,0.01
-0.66,0.03,0.32,-0.15,-0.13,0.01
-0.55,0.11,0.16,-0.11,-0.16,-0.00
-0.64,0.03,0.15,-0.07,-0.19,-0.00
-0.68,-0.10,-0.11,-0.06,-0.21,-0.01
-0.64,-0.11,-0.33,-0.11,-0.20,-0.01
-0.51,-0.02,-0.48,-0.19,-0.19,-0.02
-0.44,-0.07,-1.14,-0.23,-0.20,-0.02
-0.22,-0.10,-2.00,-0.24,-0.21,-0.02
-0.05,-0.60,-3.30,-0.21,-0.23,-0.00
0.31,-0.71,-4.77,-0.13,-0.26,-0.01
0.30,-0.59,-6.42,0.04,-0.40,0.00
-0.56,-0.94,-8.79,0.18,-0.55,-0.04
-1.53,-1.45,-12.26,0.32,-0.58,-0.21
-2.40,-1.84,-15.40,0.40,-0.34,-0.44
-2.16,-1.85,-17.47,0.40,0.14,-0.61
-1.62,-1.78,-17.89,0.29,0.67,-0.64
-1.46,-1.17,-17.78,-0.03,1.16,-0.52
-2.08,-0.39,-18.17,-0.35,1.63,-0.30
-2.81,0.39,-18.29,-0.44,2.09,-0.17
-3.03,1.10,-16.99,-0.32,2.47,-0.09
-3.09,1.37,-14.71,-0.15,2.84,-0.01
-3.05,0.66,-11.45,-0.11,3.16,0.04
-2.70,0.39,-8.68,-0.15,3.38,0.07
-3.04,-0.26,-6.13,-0.19,3.50,0.12
-3.19,-0.29,-3.18,-0.39,3.56,0.17
-2.96,0.30,-0.49,-0.55,3.48,0.26
-3.29,0.94,0.45,-0.49,3.31,0.35
-3.75,0.37,1.39,-0.14,3.26,0.33
-4.04,-0.40,3.57,0.24,3.24,0.20
-4.04,-1.21,6.58,0.41,3.23,0.05
-3.57,-1.67,10.09,0.28,3.25,-0.07
-2.57,-1.07,13.35,-0.02,3.21,-0.13
-1.64,-0.25,15.93,-0.21,3.04,-0.10
-0.98,0.18,18.13,-0.19,2.72,-0.08
-0.41,-0.35,19.70,-0.05,2.29,-0.09
0.05,-0.90,21.13,0.08,1.76,-0.14
0.09,-1.30,21.73,0.14,1.36,-0.18
-0.03,-1.66,22.22,0.11,1.01,-0.23
-0.20,-1.93,22.45,0.02,0.75,-0.30
-0.32,-1.62,22.69,-0.17,0.48,-0.37
0.11,-0.95,22.74,-0.21,0.09,-0.44
0.25,-0.78,22.37,-0.17,-0.32,-0.51
0.63,-0.26,22.24,-0.23,-0.77,-0.61
1.16,0.83,21.05,-0.30,-1.21,-0.63
1.09,1.41,19.55,-0.28,-1.56,-0.60
0.97,1.45,18.68,-0.26,-1.78,-0.58
1.01,1.75,18.18,-0.24,-2.02,-0.58
1.02,2.00,17.73,-0.15,-2.30,-0.55
0.90,2.21,17.08,-0.05,-2.69,-0.51
0.53,2.46,15.90,-0.04,-3.07,-0.39
-0.57,2.42,14.07,-0.05,-3.36,-0.21
-2.17,1.38,12.53,-0.02,-3.57,-0.06
-3.55,-0.27,10.92,-0.02,-3.74,-0.01
-4.86,-1.18,9.43,-0.03,-3.95,-0.09
-5.60,-1.42,7.28,-0.03,-4.22,-0.21
-6.34,-0.91,5.50,-0.04,-4.33,-0.32
-8.43,1.10,2.65,-0.05,-4.62,-0.28
-8.87,1.66,0.10,-0.12,-4.76,-0.06
-10.21,1.50,-2.93,-0.40,-4.82,0.10
-9.38,2.26,-5.98,-0.61,-4.68,0.08
-9.43,2.82,-8.56,-0.55,-4.62,0.14
-9.95,2.08,-11.70,-0.46,-4.54,0.19
-11.66,1.09,-15.70,-0.33,-4.47,0.19
-13.34,0.60,-19.47,-0.26,-4.23,0.10
-14.10,0.73,-23.32,-0.25,-3.81,-0.06
-12.86,1.24,-26.09,-0.28,-3.15,-0.29
-9.79,2.42,-27.03,-0.26,-2.37,-0.47
-7.43,3.02,-26.50,-0.21,-1.73,-0.44
-6.67,3.13,-26.36,-0.26,-1.21,-0.31
-7.07,3.17,-27.19,-0.25,-0.79,-0.18
-7.84,3.37,-28.14,-0.14,-0.28,-0.15
-8.35,3.87,-27.88,0.01,0.36,-0.17
-8.44,4.03,-26.71,0.11,1.01,-0.20
-8.16,4.13,-24.74,0.14,1.71,-0.22
-7.25,4.24,-21.73,0.17,2.43,-0.20
-6.61,4.35,-18.56,0.24,2.87,-0.12
-6.67,3.87,-15.69,0.31,3.11,0.05
-7.46,2.85,-14.29,0.29,3.28,0.18
-8.11,2.15,-12.97,0.26,3.56,0.23
-8.39,1.53,-10.95,0.29,3.84,0.20
-8.07,1.03,-8.86,0.32,4.05,0.14
-7.83,0.63,-6.87,0.33,4.19,0.10
-7.77,0.21,-5.04,0.32,4.30,0.09
-7.80,-0.00,-3.20,0.24,4.36,0.10
-7.65,0.31,-1.81,0.11,4.38,0.12
-6.90,1.09,-0.19,0.04,4.37,0.19
-6.41,1.47,1.33,0.04,4.30,0.32
-6.31,1.15,2.61,0.09,4.25,0.44
-6.43,0.26,4.16,0.19,4.24,0.45
-6.20,-0.44,6.09,0.33,4.19,0.36
-6.07,-1.08,8.32,0.48,4.05,0.24
-5.67,-1.24,10.71,0.54,3.86,0.09
-4.41,-0.51,12.78,0.53,3.61,-0.02
-3.09,0.21,15.15,0.48,3.39,-0.05
-1.49,0.84,17.64,0.42,3.19,-0.05
-0.25,1.30,19.88,0.42,2.92,-0.02
0.42,1.04,21.89,0.56,2.50,0.01
0.62,-0.11,23.42,0.75,2.03,0.02
0.62,-1.19,25.30,0.74,1.58,0.01
1.32,-1.21,26.83,0.47,1.07,0.07
1.01,-1.23,26.60,0.11,0.52,0.19
0.59,-1.58,25.32,-0.11,0.03,0.21
-0.04,-1.82,23.75,-0.25,-0.41,0.11
-0.50,-1.85,22.17,-0.34,-0.80,-0.05
-0.75,-1.78,20.82,-0.42,-1.10,-0.21
-0.78,-0.76,19.49,-0.52,-1.38,-0.36
-0.40,0.92,18.23,-0.51,-1.67,-0.43
-0.32,2.03,17.08,-0.44,-2.02,-0.43
0.10,2.55,15.99,-0.39,-2.37,-0.41
0.10,2.80,13.81,-0.31,-2.67,-0.32
-0.31,1.64,12.31,-0.20,-2.78,-0.22
-0.78,0.52,12.20,-0.25,-2.87,-0.19
-0.99,0.87,11.88,-0.30,-3.12,-0.18
-0.83,0.44,1.19,-0.08,-0.35,-0.00
-0.68,0.33,1.15,-0.08,-0.41,0.01
-0.55,0.21,0.90,-0.14,-0.44,0.04
-0.43,0.57,0.65,-0.23,-0.48,0.06
-0.42,0.78,-0.19,-0.27,-0.54,0.11
-0.74,0.78,-1.52,-0.23,-0.58,0.16
-1.42,0.37,-2.91,-0.11,-0.59,0.16
-2.18,-0.59,-4.40,0.02,-0.59,0.11
-2.88,-1.65,-6.37,0.13,-0.57,-0.00
-3.45,-1.90,-8.43,0.22,-0.54,-0.10
-4.09,-2.31,-10.60,0.25,-0.52,-0.11
-5.18,-2.30,-13.30,0.04,-0.40,-0.16
-5.75,-1.66,-16.39,-0.14,-0.11,-0.22
-5.70,-0.86,-18.81,-0.16,0.39,-0.28
-5.88,-0.46,-20.12,-0.09,0.93,-0.24
-6.10,-0.37,-20.65,0.02,1.45,-0.18
-6.83,-1.26,-20.25,0.16,1.92,-0.13
-7.14,-1.96,-19.49,0.16,2.40,-0.21
-6.89,-1.82,-17.89,0.10,3.00,-0.34
-5.91,-0.96,-14.24,-0.01,3.54,-0.41
-5.18,-0.07,-10.96,-0.17,3.88,-0.31
-5.20,0.18,-8.26,-0.19,4.05,-0.15
-5.60,0.07,-5.81,-0.12,4.11,-0.02
-6.15,-0.38,-3.32,-0.02,4.16,0.01
-6.29,-0.33,-0.45,0.11,4.21,-0.06
-6.10,-0.65,3.19,0.28,4.21,-0.16
-5.58,-0.88,6.24,0.32,4.21,-0.30
-4.47,-0.24,9.62,0.36,4.18,-0.45
-3.67,0.32,13.02,0.40,4.02,-0.52
-3.11,1.16,16.28,0.40,3.82,-0.49
-2.39,1.44,20.21,0.37,3.54,-0.31
-1.44,0.74,23.95,0.17,3.20,-0.09
-0.66,0.30,26.13,-0.07,2.77,0.05
-0.01,0.07,27.36,-0.11,2.28,0.06
0.19,-0.37,28.37,0.05,1.68,-0.04
0.11,-0.88,29.19,0.17,1.12,-0.20
0.45,-0.82,29.92,0.17,0.55,-0.31
0.85,-0.08,30.13,0.04,-0.02,-0.35
1.31,0.49,29.56,-0.08,-0.58,-0.28
1.07,0.19,28.30,-0.17,-1.01,-0.23
1.24,-0.04,27.47,-0.32,-1.40,-0.25
1.39,0.34,26.45,-0.44,-1.82,-0.33
1.31,1.03,24.75,-0.43,-2.31,-0.39
0.96,1.55,23.36,-0.36,-2.77,-0.41
0.09,1.98,21.99,-0.31,-3.23,-0.36
-0.59,2.33,20.24,-0.34,-3.71,-0.26
-1.78,2.38,17.54,-0.43,-4.14,-0.14
-2.97,2.04,14.82,-0.51,-4.45,-0.01
-5.10,0.31,12.07,-0.63,-4.72,0.11
-6.43,-0.26,9.26,-0.77,-4.95,0.04
-7.46,0.64,5.93,-0.77,-5.19,-0.10
-8.20,2.38,1.98,-0.63,-5.40,-0.18
-9.93,2.25,-2.31,-0.50,-5.36,-0.12
-11.57,3.47,-6.35,-0.63,-5.34,-0.06
-13.26,3.50,-11.10,-0.61,-5.31,0.13
-13.15,2.09,-15.16,-0.71,-4.85,0.22
-13.63,1.89,-19.27,-0.80,-4.62,0.21
-14.46,1.60,-24.29,-0.62,-4.40,0.11
-15.15,1.93,-29.54,-0.41,-4.10,-0.01
-15.44,2.25,-33.89,-0.23,-3.42,-0.01
-15.13,2.06,-36.67,-0.30,-2.44,0.03
-13.76,2.06,-37.80,-0.33,-1.37,0.01
-12.54,2.22,-37.37,-0.19,-0.44,-0.10
-11.45,2.60,-36.22,0.05,0.35,-0.24
-10.71,3.34,-34.28,0.24,1.14,-0.35
-10.03,4.01,-31.05,0.30,2.01,-0.36
-9.29,4.58,-26.32,0.25,2.84,-0.32
-8.51,5.14,-21.93,0.22,3.40,-0.21
-8.34,4.75,-18.00,0.30,3.76,-0.07
-8.61,3.31,-14.43,0.47,3.99,0.02
-8.94,1.97,-11.89,0.60,4.15,0.03
-9.25,0.72,-9.38,0.69,4.31,-0.00
-9.40,-0.26,-6.42,0.64,4.47,-0.07
-8.77,-0.29,-3.64,0.50,4.58,-0.11
-8.16,0.06,-1.46,0.44,4.61,-0.11
-7.35,0.36,0.97,0.49,4.56,-0.11
-7.02,0.30,2.52,0.53,4.48,-0.08
-6.83,0.18,4.01,0.55,4.41,-0.05
-6.15,0.53,5.72,0.56,4.31,-0.01
-5.65,0.18,7.28,0.58,4.21,0.07
-5.03,-0.15,9.11,0.56,4.10,0.07
-4.24,-0.21,10.62,0.61,3.95,0.01
-3.77,-0.44,12.40,0.72,3.76,-0.12
-2.94,-0.30,14.97,0.79,3.54,-0.31
-1.68,0.24,18.33,0.76,3.29,-0.43
-0.49,0.92,21.15,0.67,3.03,-0.49
1.09,2.20,24.27,0.56,2.74,-0.52
2.36,3.12,27.79,0.55,2.35,-0.45
3.41,4.02,30.98,0.48,1.72,-0.24
3.18,3.50,31.81,0.44,0.96,0.11
2.01,1.25,30.76,0.35,0.30,0.36
0.87,-0.43,29.76,0.13,-0.16,0.39
0.17,-0.95,28.97,-0.06,-0.61,0.32
-0.15,-1.53,29.14,-0.11,-0.96,0.19
-0.69,-1.38,28.20,-0.22,-1.59,0.08
-1.32,-0.60,24.96,-0.29,-2.16,0.01
-1.55,0.43,22.25,-0.28,-2.57,-0.05
-1.26,0.55,20.57,-0.42,-2.89,0.00
-1.76,-0.23,18.89,-0.69,-3.10,0.13
-2.76,-1.77,16.62,-0.96,-3.27,0.15
-3.64,-2.24,15.20,-1.17,-3.48,0.00
-3.50,-0.64,11.88,-1.22,-3.93,-0.26
-2.51,2.30,5.88,-0.89,-4.48,-0.35
-2.07,3.14,0.24,-0.42,-4.81,-0.21
-2.13,3.30,-4.66,-0.18,-4.76,0.07
-4.26,3.29,-11.47,-0.13,-4.90,0.50
-7.81,0.70,-17.82,0.06,-4.66,0.81
-10.96,-1.98,-24.04,0.09,-4.17,0.72
-11.75,-2.87,-28.23,0.24,-3.33,0.35
-9.61,-1.11,-29.05,0.31,-2.45,-0.08
-6.15,1.60,-27.39,0.42,-1.80,-0.15
-4.33,2.01,-25.81,0.61,-1.26,0.07
-4.13,0.31,-23.78,0.78,-0.76,0.20
-3.98,-1.10,-20.85,0.83,-0.30,0.16
-3.64,-1.70,-17.62,0.81,0.10,0.05
-3.23,-1.77,-14.42,0.73,0.42,-0.07
-2.70,-1.39,-10.80,0.62,0.68,-0.17
-1.78,-0.82,-7.09,0.38,0.85,-0.25
-0.86,0.34,-4.31,0.16,0.93,-0.30
-0.21,0.84,-1.96,0.06,0.93,-0.30
-0.33,0.18,0.39,-0.05,-0.07,-0.05
-0.27,0.26,0.43,-0.05,-0.10,-0.04
-0.27,0.32,0.39,-0.07,-0.12,-0.03
-0.21,0.36,0.29,-0.09,-0.13,0.00
-0.35,0.32,0.33,-0.10,-0.15,0.03
-0.43,0.26,0.16,-0.11,-0.16,0.04
-0.55,0.19,0.05,-0.12,-0.17,0.04
-0.66,0.12,-0.03,-0.13,-0.14,0.04
-0.66,0.11,0.02,-0.15,-0.12,0.03
-0.63,0.12,0.09,-0.16,-0.08,0.02
-0.62,0.20,0.17,-0.15,-0.08,0.01
-0.60,0.31,0.26,-0.13,-0.10,0.00
-0.64,0.31,0.28,-0.08,-0.13,-0.01
-0.60,0.25,0.22,-0.04,-0.14,-0.03
-0.62,0.28,0.19,-0.02,-0.15,-0.02
-0.68,0.22,0.10,-0.02,-0.15,-0.03
-0.68,0.23,0.13,-0.03,-0.13,-0.02
-0.46,0.20,0.44,-0.04,-0.13,-0.01
-0.58,0.08,0.49,-0.08,-0.13,0.02
-0.16,0.17,0.98,-0.13,-0.11,0.05
0.30,0.02,1.67,-0.16,-0.13,0.10
1.11,-0.57,2.42,-0.20,-0.21,0.10
2.59,-1.46,2.59,-0.27,-0.41,0.01
6.20,-2.32,0.57,-0.28,-0.73,-0.16
8.68,-2.25,-4.64,-0.03,-1.31,-0.51
6.10,-0.88,-14.85,0.57,-2.22,-1.01
-0.81,0.61,-28.54,1.45,-2.98,-1.06
-10.62,0.10,-43.41,2.09,-2.93,-0.60
-19.80,-2.07,-54.83,1.41,-1.14,-0.04
-22.62,-1.46,-55.44,0.01,2.18,0.34
-20.29,0.64,-46.02,-0.43,4.70,0.37
-18.12,0.90,-32.65,-0.06,5.83,0.14
-14.99,0.96,-19.60,0.04,6.09,-0.15
-11.80,2.80,-9.39,-0.22,6.01,0.01
-10.75,2.01,-1.40,-0.43,5.87,0.49
-10.61,-0.05,6.35,-0.73,5.85,0.76
-9.12,-1.05,14.08,-0.90,5.71,0.72
-7.80,-2.34,20.31,-0.70,5.31,0.53
-6.18,-2.80,25.29,-0.49,4.69,0.24
-5.48,-3.72,27.95,-0.30,4.08,0.05
-4.43,-4.76,30.26,-0.25,3.59,-0.16
-3.57,-4.63,31.50,-0.18,3.10,-0.34
-4.07,-4.09,32.44,-0.06,2.69,-0.56
-3.03,-2.79,34.34,-0.06,2.30,-0.71
-1.90,-1.98,35.30,-0.15,1.77,-0.74
-0.71,-1.09,36.58,-0.42,1.15,-0.76
0.85,0.01,35.49,-0.50,0.52,-0.72
1.01,-0.05,34.05,-0.24,-0.09,-0.73
1.80,-0.45,33.98,-0.01,-0.72,-0.78
1.48,-0.75,32.90,-0.00,-1.27,-0.80
1.63,-0.62,32.15,-0.09,-1.71,-0.83
1.34,-0.10,30.61,-0.26,-2.26,-0.81
0.16,0.67,28.37,-0.46,-2.72,-0.79
-0.90,1.57,26.08,-0.59,-3.12,-0.77
-2.25,2.10,23.51,-0.65,-3.54,-0.79
-3.40,2.90,20.77,-0.64,-3.98,-0.84
-4.37,4.24,17.74,-0.40,-4.43,-0.92
-5.52,3.19,15.14,-0.01,-4.93,-0.78
-8.02,-0.35,12.81,-0.19,-5.39,-0.53
-10.58,-0.60,8.00,-0.85,-5.76,-0.49
-13.73,1.18,0.88,-1.04,-5.96,-0.63
-15.16,3.68,-4.54,-0.85,-5.95,-0.86
-14.60,5.77,-10.30,-0.64,-5.88,-0.91
-15.36,6.96,-16.43,-0.30,-5.74,-0.83
-15.32,8.01,-22.13,0.05,-5.52,-0.53
-17.14,6.51,-27.45,0.32,-5.32,-0.08
-19.16,4.58,-32.58,0.26,-4.82,0.25
-21.23,3.28,-39.58,0.02,-4.30,0.35
-20.96,1.97,-44.28,-0.17,-2.84,0.15
-17.95,4.32,-45.91,-0.21,-1.66,-0.29
-15.26,5.95,-45.11,0.25,-0.84,-0.45
-14.64,5.65,-44.71,0.46,-0.04,-0.42
-14.71,5.82,-44.24,0.32,1.03,-0.31
-13.80,6.35,-40.90,0.18,2.25,-0.21
-12.14,7.30,-34.08,0.08,3.31,-0.12
-10.56,8.20,-27.51,0.02,4.00,0.04
-10.07,8.15,-22.31,0.12,4.45,0.25
-10.13,6.32,-17.77,0.41,4.73,0.37
-10.52,4.10,-13.45,0.63,4.93,0.39
-10.91,2.34,-8.99,0.64,5.06,0.42
-10.87,1.19,-5.26,0.45,5.14,0.49
-10.57,0.88,-2.69,0.25,5.22,0.53
-10.42,0.81,-0.84,0.16,5.33,0.56
-10.00,0.30,1.68,0.26,5.43,0.52
-9.14,-0.19,5.25,0.37,5.44,0.38
-7.96,-0.04,8.57,0.46,5.26,0.26
-6.85,0.25,11.38,0.56,5.02,0.24
-5.85,0.29,14.21,0.60,4.74,0.25
-4.85,0.25,16.73,0.52,4.45,0.30
-3.66,0.19,18.68,0.37,4.16,0.32
-2.60,0.44,20.01,0.29,3.83,0.34
-1.81,-0.14,21.29,0.35,3.51,0.31
-1.11,-1.02,23.29,0.49,3.20,0.17
-0.45,-1.50,26.53,0.58,2.85,0.02
0.48,-1.64,29.94,0.46,2.38,-0.06
1.04,-0.81,32.40,0.21,1.70,0.00
1.01,-0.74,32.23,0.05,0.93,0.17
-0.17,-1.44,30.63,-0.04,0.25,0.26
-0.81,-1.98,29.03,-0.03,-0.26,0.15
-1.36,-2.65,28.10,-0.00,-0.60,-0.01
-1.41,-2.85,27.49,-0.18,-0.99,-0.19
-1.44,-2.18,26.33,-0.39,-1.30,-0.35
-0.91,-1.14,25.35,-0.40,-1.71,-0.49
-0.49,-0.15,24.72,-0.44,-2.24,-0.61
0.09,1.62,23.14,-0.50,-2.81,-0.60
0.04,1.95,21.73,-0.42,-3.28,-0.45
-0.62,0.91,19.60,-0.49,-3.66,-0.30
-1.39,-0.08,17.04,-0.79,-3.94,-0.21
-1.82,0.05,13.59,-1.10,-4.29,-0.24
-3.01,0.99,8.52,-1.17,-4.67,-0.30
-4.48,2.62,2.28,-0.90,-5.04,-0.41
-5.68,4.08,-4.56,-0.40,-5.31,-0.45
-6.84,4.58,-11.70,0.05,-5.38,-0.30
-9.29,3.43,-19.02,0.39,-5.28,-0.04
-11.50,0.89,-26.17,0.41,-4.69,0.13
-12.26,0.48,-31.65,0.29,-3.90,-0.02
-10.79,3.01,-34.18,0.35,-3.09,-0.33
-8.17,4.39,-31.40,0.65,-1.75,-0.07
-4.55,4.71,-28.60,0.47,-1.05,-0.10
-2.70,4.72,-24.68,0.83,-0.42,0.05
-0.96,-0.08,-1.15,-0.50,-0.63,0.00
-0.95,0.05,-1.76,-0.46,-0.65,-0.07
-1.12,-0.04,-2.77,-0.35,-0.72,-0.15
-1.66,-0.13,-4.23,-0.15,-0.84,-0.26
-1.97,-0.08,-6.46,0.04,-0.93,-0.35
-2.47,-0.08,-8.54,0.11,-0.88,-0.35
-3.43,0.09,-10.50,0.09,-0.71,-0.32
-3.39,0.10,-12.83,-0.10,-0.43,-0.32
-3.41,0.81,-14.79,-0.35,-0.04,-0.29
-3.44,1.80,-16.75,-0.46,0.39,-0.21
-3.38,2.74,-17.48,-0.27,0.83,-0.08
-3.99,3.17,-17.09,0.13,1.17,0.10
-4.51,2.71,-16.36,0.48,1.52,0.24
-4.71,1.79,-14.52,0.64,1.91,0.32
-4.45,1.63,-12.64,0.51,2.26,0.38
-4.34,1.45,-11.29,0.41,2.54,0.44
-4.24,1.17,-9.46,0.39,2.76,0.46
-4.12,1.06,-7.78,0.39,2.95,0.48
-4.41,0.67,-6.31,0.53,3.08,0.48
-4.49,0.16,-4.59,0.72,3.21,0.42
-4.57,0.23,-2.50,0.76,3.35,0.36
-4.47,0.74,-0.43,0.83,3.42,0.32
-4.27,0.91,1.50,0.91,3.43,0.31
-4.11,0.52,3.30,0.95,3.42,0.31
-3.91,0.40,5.08,0.96,3.40,0.30
-3.76,0.02,6.37,1.01,3.38,0.31
-3.66,-1.04,8.05,1.13,3.37,0.28
-3.28,-2.03,10.32,1.17,3.38,0.15
-2.52,-2.29,13.49,1.25,3.34,-0.11
-1.09,-0.75,18.46,1.37,3.06,-0.42
1.44,1.55,22.49,1.56,2.48,-0.52
2.57,1.50,24.19,1.63,1.78,-0.39
3.04,0.75,24.36,1.48,1.17,-0.26
2.99,-0.01,24.25,1.20,0.75,-0.14
2.58,-0.92,24.52,0.99,0.53,-0.12
2.49,-1.26,25.26,0.74,0.17,-0.16
2.22,-1.23,25.01,0.43,-0.31,-0.17
1.92,-1.21,24.07,0.19,-0.65,-0.24
1.87,-0.45,22.88,0.07,-0.99,-0.39
2.13,0.89,22.56,-0.01,-1.41,-0.48
2.39,2.08,22.02,-0.30,-1.74,-0.38
2.23,2.50,20.58,-0.77,-1.93,-0.20
1.69,2.23,18.92,-1.05,-2.10,-0.06
1.29,1.95,17.78,-1.08,-2.26,0.02
0.51,1.32,17.58,-0.99,-2.46,-0.02
0.18,1.59,18.25,-1.10,-2.88,-0.07
-1.03,2.28,17.02,-1.40,-3.26,-0.01
-2.90,2.22,15.11,-1.47,-3.59,0.07
-4.30,1.43,13.15,-1.33,-4.02,0.10
-5.55,0.84,10.44,-1.31,-4.45,-0.00
-6.83,0.94,6.20,-1.45,-4.75,-0.19
-8.02,2.75,2.55,-1.57,-4.92,-0.32
-9.55,4.57,-0.10,-1.83,-4.91,-0.31
-10.12,7.24,-2.56,-1.88,-4.86,-0.25
-10.24,10.47,-5.28,-1.67,-5.08,0.04
-11.39,10.21,-10.43,-1.52,-5.08,0.60
-11.51,7.70,-15.17,-1.58,-4.70,0.94
-13.16,5.24,-20.22,-1.27,-4.45,1.17
