aX,aY,aZ,gX,gY,gZ
-15.15,1.13,-23.51,-0.87,-3.81,1.10
-14.82,-0.47,-23.39,-0.83,-3.03,0.74
-14.01,0.17,-23.41,-0.93,-2.53,0.43
-13.08,1.15,-24.74,-0.82,-2.20,0.24
-12.67,1.06,-26.64,-0.61,-1.85,0.14
-12.65,0.52,-28.63,-0.52,-1.35,0.08
-12.29,0.42,-30.08,-0.53,-0.63,-0.06
-11.49,1.45,-30.10,-0.39,0.18,-0.25
-10.45,2.78,-28.89,-0.08,0.91,-0.40
-9.31,4.34,-25.89,0.28,1.64,-0.49
-7.87,5.65,-21.92,0.50,2.27,-0.42
-7.27,6.09,-18.49,0.63,2.73,-0.21
-7.66,5.10,-15.33,0.79,3.03,-0.03
-7.92,3.83,-13.22,0.90,3.24,0.02
-8.04,2.84,-11.34,0.99,3.44,-0.01
-7.84,2.30,-9.08,1.11,3.61,-0.11
-7.51,1.97,-7.15,1.20,3.74,-0.19
-7.29,2.31,-5.15,1.22,3.84,-0.23
-7.04,2.43,-3.74,1.19,3.90,-0.16
-7.02,1.96,-2.60,1.10,3.96,-0.12
-6.37,2.20,-1.63,0.99,4.02,-0.10
-6.05,2.39,-0.83,0.99,4.10,-0.07
-5.19,2.45,1.08,1.08,4.15,-0.04
-4.88,2.37,2.82,1.06,4.13,0.08
-4.84,1.65,4.18,0.99,4.11,0.20
-4.45,0.97,5.34,0.95,4.03,0.22
-4.18,0.49,6.69,0.89,3.94,0.20
-3.27,0.54,7.94,0.86,3.79,0.14
-2.62,0.86,8.64,0.84,3.60,0.12
-2.02,0.98,9.78,0.84,3.48,0.12
-1.91,0.95,11.28,0.86,3.36,0.15
-1.66,0.44,13.33,0.89,3.27,0.19
-1.39,0.01,16.26,0.80,3.19,0.18
-1.01,0.57,19.68,0.65,3.12,0.22
-0.61,0.66,23.95,0.63,2.90,0.26
0.18,0.16,27.97,0.64,2.37,0.26
0.10,-0.51,29.90,0.50,1.65,0.28
0.13,-1.56,30.26,0.28,0.98,0.24
0.58,-2.62,29.61,0.13,0.31,0.12
0.20,-3.91,28.48,0.07,-0.28,-0.03
0.25,-4.14,28.18,-0.06,-0.81,-0.33
-0.03,-2.96,26.75,-0.19,-1.51,-0.58
-0.13,-2.30,24.74,-0.28,-2.03,-0.72
-0.24,-0.38,22.84,-0.43,-2.55,-0.79
-0.49,1.11,20.87,-0.59,-2.91,-0.68
-0.55,2.12,18.82,-0.78,-3.25,-0.50
-0.63,2.57,16.44,-0.88,-3.57,-0.34
-1.06,2.26,14.02,-0.93,-3.79,-0.24
-1.79,2.35,13.25,-1.00,-3.88,-0.20
-1.52,3.42,13.76,-1.13,-4.15,-0.15
-2.43,3.60,11.40,-1.19,-4.60,0.01
-3.35,2.86,7.61,-1.17,-5.05,0.08
-5.36,2.03,1.96,-0.99,-5.45,0.12
-8.07,0.38,-3.75,-0.75,-5.63,0.08
-10.33,-0.45,-9.62,-0.63,-5.70,-0.11
-12.60,1.42,-16.84,-0.98,-5.44,-0.18
-13.16,4.01,-25.57,-1.39,-4.70,-0.11
-11.72,6.04,-32.71,-1.20,-3.67,-0.02
-10.31,5.28,-34.40,-0.27,-2.51,0.11
-9.35,2.40,-31.36,0.31,-1.51,0.20
-7.44,1.26,-25.58,0.39,-0.72,0.24
-5.70,0.76,-21.46,0.30,-0.32,0.25
-1.73,-0.30,0.73,-0.04,0.07,0.02
-1.78,-0.22,0.55,-0.06,0.07,0.05
-1.81,-0.12,0.47,-0.06,0.07,0.06
-1.67,-0.17,0.55,-0.09,0.05,0.08
-1.41,-0.47,0.54,-0.11,0.02,0.11
-1.48,-0.43,0.45,-0.11,-0.03,0.10
-1.65,-0.39,0.11,-0.08,-0.05,0.07
-1.74,-0.47,-0.11,-0.06,-0.04,0.02
-1.51,-0.36,-0.00,-0.10,-0.02,0.02
-1.27,-0.51,0.10,-0.12,-0.04,0.05
-1.18,-0.36,-0.18,-0.13,-0.09,0.07
-1.23,-0.17,-0.71,-0.12,-0.14,0.08
-1.53,-0.17,-1.42,-0.10,-0.12,0.07
-1.34,-0.16,-1.73,-0.07,-0.07,0.05
-1.06,-0.29,-2.27,-0.04,-0.10,0.04
-0.99,-0.73,-3.24,-0.01,-0.16,0.02
-0.63,-1.09,-4.72,0.05,-0.22,-0.03
-0.59,-1.53,-6.69,0.13,-0.31,-0.07
-1.30,-1.74,-9.09,0.16,-0.33,-0.06
-2.71,-1.51,-12.50,0.23,-0.28,-0.04
-4.73,-2.03,-15.96,0.38,0.00,-0.11
-5.76,-2.59,-18.30,0.43,0.46,-0.26
-5.86,-2.00,-18.94,0.38,1.06,-0.26
-5.77,-1.38,-18.48,0.38,1.56,-0.19
-5.65,-1.31,-17.65,0.52,1.95,-0.21
-5.46,-1.14,-16.41,0.66,2.32,-0.32
-4.92,-0.07,-14.35,0.76,2.71,-0.40
-4.17,0.77,-11.80,0.90,3.01,-0.37
-4.09,0.97,-9.16,1.12,3.21,-0.32
-4.10,0.09,-6.03,1.35,3.29,-0.30
-4.58,-0.81,-3.68,1.32,3.37,-0.22
-5.38,-1.35,-1.47,1.14,3.49,-0.15
-5.67,-1.11,0.80,0.96,3.61,-0.13
-5.69,-0.60,3.54,0.84,3.71,-0.15
-5.38,-0.36,6.26,0.86,3.73,-0.25
-4.78,-0.35,9.58,0.91,3.68,-0.37
-3.79,-0.79,12.30,0.87,3.56,-0.43
-2.68,-0.58,15.46,0.80,3.37,-0.49
-1.50,-0.15,17.96,0.65,3.11,-0.45
-0.12,0.19,20.59,0.51,2.76,-0.36
1.06,0.16,22.23,0.48,2.31,-0.42
1.64,0.25,23.12,0.50,1.84,-0.52
2.19,0.27,23.77,0.42,1.43,-0.58
2.54,0.08,24.12,0.25,1.01,-0.55
2.80,0.48,24.50,0.09,0.60,-0.49
3.03,0.81,24.50,-0.10,0.12,-0.38
2.99,0.66,24.03,-0.27,-0.29,-0.26
2.66,0.51,22.96,-0.34,-0.76,-0.29
2.27,0.79,21.42,-0.45,-1.09,-0.30
2.14,0.66,19.95,-0.62,-1.33,-0.30
2.38,0.79,18.97,-0.79,-1.53,-0.32
2.92,1.63,18.58,-0.96,-1.77,-0.30
3.10,2.51,18.52,-1.00,-2.14,-0.25
2.54,2.69,18.01,-0.94,-2.65,-0.19
1.48,1.96,16.36,-0.90,-3.17,-0.12
0.06,1.75,13.31,-0.89,-3.58,-0.16
-1.19,2.20,10.08,-0.91,-3.81,-0.11
-2.32,1.91,7.67,-0.97,-3.90,0.02
-3.80,1.15,5.67,-1.03,-3.98,0.08
-5.04,1.50,4.15,-1.14,-3.99,0.13
-5.64,2.27,2.01,-1.35,-4.02,0.28
-6.48,3.00,-0.74,-1.35,-4.09,0.30
-6.23,3.13,-2.69,-1.20,-4.14,0.25
-7.54,2.57,-5.54,-1.04,-4.15,0.30
-9.03,0.03,-7.43,-1.00,-4.14,0.40
-10.54,-0.75,-10.26,-0.92,-4.15,0.24
-12.45,-0.01,-14.64,-0.82,-3.97,0.15
-12.85,-0.62,-17.63,-0.84,-3.47,0.09
-10.85,0.15,-18.81,-1.11,-2.80,0.16
-9.37,1.02,-19.42,-1.15,-2.30,0.25
-7.68,1.53,-19.78,-0.90,-1.99,0.16
-6.83,1.39,-20.62,-0.54,-1.86,0.11
-7.21,0.69,-22.40,-0.22,-1.66,0.06
-8.02,0.24,-24.45,-0.02,-1.31,-0.00
-8.83,-0.30,-25.74,0.08,-0.74,-0.04
-9.38,0.34,-25.82,0.11,-0.04,-0.07
-9.05,0.58,-24.57,0.21,0.67,-0.07
-8.64,0.39,-22.61,0.36,1.23,-0.14
-8.36,0.32,-20.25,0.54,1.74,-0.22
-8.00,0.48,-17.63,0.72,2.14,-0.30
-7.64,0.31,-15.44,0.83,2.45,-0.32
-7.28,0.45,-13.78,0.85,2.75,-0.30
-6.48,0.54,-11.96,0.92,2.99,-0.29
-5.93,0.54,-9.75,1.05,3.17,-0.30
-5.72,0.24,-8.03,1.21,3.24,-0.36
-5.98,-0.36,-7.08,1.30,3.29,-0.41
-6.27,-0.14,-6.29,1.22,3.43,-0.37
-6.67,0.43,-5.13,1.05,3.67,-0.25
-6.10,0.87,-2.96,0.96,3.89,-0.21
-5.25,1.21,-0.38,0.95,4.00,-0.17
-4.60,0.73,1.96,1.05,3.96,-0.21
-4.08,0.21,3.73,1.20,3.80,-0.33
-4.36,-0.48,4.68,1.30,3.64,-0.40
-4.19,-1.17,6.18,1.14,3.54,-0.40
-3.83,-0.35,7.31,0.76,3.48,-0.25
-3.67,0.50,8.36,0.59,3.45,-0.13
-2.92,0.19,10.39,0.65,3.39,-0.17
-2.17,-0.58,12.38,0.63,3.28,-0.23
-1.18,-1.29,15.01,0.47,3.17,-0.25
0.06,-1.01,17.66,0.31,2.99,-0.32
1.19,-0.06,20.26,0.18,2.73,-0.38
2.30,1.13,22.76,0.04,2.42,-0.31
3.49,2.63,25.51,-0.20,2.05,-0.19
4.45,3.14,27.09,-0.36,1.47,0.02
4.02,1.89,27.34,-0.32,0.77,0.04
3.15,0.43,26.63,-0.28,0.07,-0.10
1.48,-0.47,24.79,-0.42,-0.49,-0.16
0.44,-0.85,23.53,-0.67,-0.83,-0.21
-0.19,-0.04,21.95,-0.92,-1.16,-0.22
-0.97,0.49,20.42,-1.03,-1.42,-0.24
-1.27,1.77,18.84,-1.08,-1.70,-0.27
-1.76,2.68,16.86,-0.96,-1.97,-0.23
-1.96,1.79,15.65,-0.71,-2.29,-0.28
-1.91,0.73,14.39,-0.55,-2.59,-0.30
-1.48,-0.15,13.23,-0.53,-2.88,-0.31
-1.29,0.55,10.96,-0.58,-3.15,-0.27
-1.07,1.22,8.09,-0.43,-3.44,-0.27
-1.71,0.05,5.34,-0.27,-3.62,-0.22
-2.04,-1.38,1.49,-0.39,-3.67,-0.22
-2.16,0.30,-1.87,-0.60,-3.76,-0.08
