aX,aY,aZ,gX,gY,gZ
9.05,0.27,21.40,0.80,0.98,-1.20
10.33,-0.77,22.66,0.89,0.83,-1.22
11.65,-0.60,22.84,0.73,0.61,-1.24
12.38,-0.70,21.97,0.57,0.41,-1.19
12.68,-1.01,20.60,0.42,0.35,-1.13
15.53,-1.85,19.10,0.45,0.58,-1.23
38.57,2.76,21.33,0.71,1.96,-2.22
24.44,18.81,38.21,-0.41,2.27,-1.68
18.55,12.54,32.47,-0.18,0.02,1.20
13.25,1.13,23.76,0.80,-1.40,1.64
11.16,-5.75,16.97,0.94,-1.60,1.27
13.10,-8.87,15.51,0.37,-0.91,0.75
13.33,-7.50,17.87,-0.42,-0.31,0.36
13.15,-3.75,20.70,-0.71,-0.08,0.10
12.67,-1.10,21.87,-0.40,-0.20,0.09
11.91,0.37,21.67,0.12,-0.40,0.20
11.40,1.40,22.06,0.52,-0.55,0.46
11.05,1.16,23.14,0.74,-0.76,0.77
9.49,-0.76,23.24,0.87,-1.06,0.93
7.63,-3.21,23.10,0.76,-1.32,0.78
5.79,-4.22,20.78,0.19,-1.46,0.39
3.19,-2.92,17.02,-0.80,-1.15,0.01
1.62,0.71,15.66,-1.21,-0.62,-0.22
1.35,5.65,17.60,-0.76,-0.37,-0.07
-0.31,5.90,19.87,0.37,-0.66,0.35
-2.87,2.83,20.64,0.94,-1.13,0.62
-6.03,-0.18,20.03,0.62,-1.44,0.71
-8.94,-1.48,17.86,-0.18,-1.46,0.52
-11.28,-0.94,13.01,-0.91,-0.97,0.13
-11.39,1.65,11.75,-1.00,-0.03,-0.27
-10.73,4.19,15.52,-0.40,0.68,-0.33
-11.37,6.29,18.92,0.36,0.83,-0.11
-11.68,6.00,21.96,0.95,0.65,0.26
-13.61,2.59,22.65,1.26,0.32,0.52
-15.98,-1.23,22.37,1.06,0.07,0.28
-15.84,-0.93,22.69,0.27,0.36,-0.03
-15.75,2.96,20.88,-0.51,-0.14,-0.44
-15.91,6.38,19.47,-0.55,0.74,-0.26
-14.65,7.09,20.99,-0.44,0.79,-0.06
-15.05,6.38,21.98,-0.33,0.62,0.12
-14.68,6.23,22.26,-0.33,0.50,0.24
-14.05,4.53,22.23,-0.45,0.38,0.50
-14.67,2.00,20.78,-0.64,0.30,0.58
-14.49,0.32,20.47,-0.79,0.39,0.47
-13.60,-0.09,20.77,-0.77,0.39,0.31
-11.62,0.29,20.52,-0.62,0.38,0.12
-9.10,0.74,20.06,-0.42,0.34,0.03
-6.36,0.78,18.75,-0.27,0.29,0.00
-3.67,-0.40,16.74,-0.40,0.31,0.01
-0.79,-1.36,16.17,-0.81,0.56,-0.02
3.40,-1.91,16.52,-0.95,0.79,-0.17
8.75,-1.87,18.21,-0.73,0.92,-0.29
12.45,-1.69,19.89,-0.19,0.93,-0.29
14.99,-2.35,21.27,0.56,0.83,-0.38
15.68,-2.66,21.32,0.91,0.64,-0.47
14.53,-2.23,21.29,0.80,0.55,-0.44
13.95,-2.25,22.18,0.54,0.54,-0.39
12.83,-1.48,22.76,0.33,0.45,-0.38
11.66,-0.30,22.96,0.25,0.37,-0.34
10.22,0.59,22.86,0.25,0.32,-0.25
8.57,1.59,22.87,0.28,0.30,-0.19
7.53,2.73,23.02,0.32,0.21,-0.09
5.67,2.77,23.15,0.33,0.03,0.12
3.88,1.60,23.03,0.33,-0.18,0.25
2.35,0.36,21.97,0.27,-0.36,0.28
1.25,-0.56,20.81,0.15,-0.38,0.22
0.73,-1.05,20.47,0.05,-0.32,0.12
0.19,-0.66,20.24,0.01,-0.28,0.01
3.96,0.52,19.53,0.03,0.35,0.06
4.48,0.43,19.54,0.06,0.33,0.07
5.26,0.05,19.75,0.13,0.37,0.06
6.45,-0.19,20.11,0.19,0.39,-0.01
7.16,-0.65,20.15,0.12,0.39,-0.06
7.59,-0.92,20.47,-0.01,0.38,-0.10
7.69,-0.97,20.59,-0.11,0.36,-0.17
8.06,-0.87,21.87,-0.15,0.34,-0.24
8.40,-1.22,23.08,-0.14,0.19,-0.34
8.62,-1.65,23.74,-0.21,-0.02,-0.48
8.36,-1.76,24.03,-0.41,-0.28,-0.65
8.01,-0.75,24.25,-0.56,-0.53,-0.71
7.06,-0.25,24.30,-0.44,-0.81,-0.70
5.04,-0.02,23.29,-0.15,-1.06,-0.68
2.56,0.03,21.33,0.02,-1.09,-0.66
0.20,0.04,20.14,-0.01,-0.86,-0.67
-1.17,1.37,19.22,0.02,-0.53,-0.66
-2.08,2.67,20.38,0.15,-0.22,-0.41
-3.08,2.53,22.89,0.38,-0.17,-0.19
-3.67,0.81,25.02,0.42,-0.48,0.08
-5.61,-2.08,24.64,0.02,-0.82,0.12
-7.99,-3.60,23.10,-0.35,-1.11,-0.16
-10.52,-2.57,19.66,-0.74,-1.04,-0.49
-11.40,1.09,17.81,-0.96,-0.54,-0.61
-12.52,3.54,17.50,-0.38,-0.04,-0.46
-14.02,3.19,18.57,0.48,0.29,-0.39
-14.99,2.22,20.78,0.69,0.52,-0.38
-15.71,2.09,21.88,0.40,0.55,-0.40
-17.02,2.87,22.80,-0.21,0.53,-0.38
-16.94,4.56,23.73,-0.67,0.37,-0.25
-16.40,5.78,23.23,-0.76,0.02,0.02
-16.80,5.39,20.80,-0.59,-0.28,0.32
-17.53,3.91,17.92,-0.31,-0.37,0.59
-18.10,2.29,15.86,-0.04,-0.21,0.75
-16.45,1.06,15.25,0.19,-0.03,0.85
-15.11,0.37,14.95,0.28,0.05,0.96
-13.00,-0.04,14.92,0.30,0.08,1.09
-11.11,-0.20,15.01,0.31,0.07,1.24
-9.25,-0.16,15.21,0.27,0.01,1.39
-7.87,-0.95,15.19,0.21,-0.06,1.53
-6.16,-1.25,14.38,0.08,-0.08,1.55
-3.50,-1.04,14.09,0.01,0.04,1.52
-1.71,-0.71,13.70,0.04,0.24,1.53
-0.02,-0.17,14.81,0.19,0.56,1.58
2.43,-0.51,16.77,0.69,0.77,1.62
3.92,-2.02,18.13,1.15,0.90,1.58
6.51,-2.93,19.34,1.28,1.04,1.39
9.21,-2.24,20.57,1.12,1.18,1.18
10.71,-0.49,21.68,0.97,1.30,1.05
13.36,1.48,23.54,1.05,1.30,1.01
14.78,1.62,24.77,1.24,1.17,1.10
15.30,0.03,25.99,1.41,1.07,1.23
15.85,-2.96,27.99,1.54,1.00,1.19
17.48,-5.36,30.08,1.46,0.74,0.94
18.54,-6.69,31.37,1.12,0.34,0.63
19.20,-7.47,31.32,0.68,-0.15,0.27
19.32,-7.24,29.95,0.27,-0.66,-0.07
18.70,-6.70,27.81,-0.14,-1.07,-0.35
17.20,-6.08,25.37,-0.40,-1.34,-0.55
15.83,-5.12,23.23,-0.46,-1.51,-0.73
14.75,-4.38,21.26,-0.48,-1.55,-0.90
13.43,-3.30,19.82,-0.59,-1.50,-1.07
12.30,-1.48,19.08,-0.76,-1.38,-1.15
11.23,0.72,19.09,-0.86,-1.26,-1.08
9.81,2.48,19.14,-0.64,-1.22,-0.92
8.45,2.04,19.43,-0.13,-1.25,-0.81
6.74,-0.98,20.41,0.20,-1.37,-0.86
5.24,-2.92,20.17,-0.21,-1.50,-0.94
1.89,-2.80,18.12,-1.23,-1.34,-0.97
-1.35,1.11,17.11,-1.89,-0.83,-0.89
-3.17,4.66,17.63,-1.33,-0.34,-0.57
-6.24,2.87,18.19,-0.05,-0.09,-0.27
-9.07,-2.00,19.84,0.54,0.04,-0.33
-10.79,-5.30,21.73,0.01,0.04,-0.63
-12.39,-4.64,21.70,-1.10,0.02,-1.07
-13.44,0.80,20.58,-1.93,0.12,-1.25
-13.79,5.84,19.73,-1.67,0.30,-0.93
-16.99,4.77,19.53,-0.47,0.49,-0.68
-18.59,2.68,19.98,0.69,0.70,-0.92
-18.95,2.60,22.01,1.03,0.93,-1.21
-18.33,4.04,24.18,0.62,0.99,-1.28
-17.17,5.78,25.34,-0.02,0.77,-1.11
-16.86,7.43,24.92,-0.48,0.43,-0.82
-17.23,7.76,23.02,-0.50,0.11,-0.56
-16.18,6.22,20.50,-0.11,-0.07,-0.32
-16.03,3.68,17.67,0.23,-0.14,-0.19
-16.42,1.63,16.24,0.22,0.01,-0.13
-16.14,2.18,15.98,0.05,0.23,-0.10
-16.42,2.89,15.76,0.03,0.40,-0.01
-16.45,3.62,15.33,0.28,0.53,0.07
-15.24,3.41,15.85,0.76,0.63,0.14
-11.28,1.17,16.18,1.11,0.63,0.13
-6.97,-0.52,16.65,0.84,0.56,0.10
-0.57,-0.91,17.79,-0.02,0.47,0.28
3.62,-0.11,18.72,-0.60,0.28,0.40
6.83,0.74,19.26,-0.60,0.01,0.38
10.45,1.94,18.80,-0.41,-0.16,0.40
13.59,3.10,18.08,-0.27,-0.22,0.57
14.78,4.08,18.23,-0.04,-0.10,0.92
15.11,2.80,19.11,0.55,0.18,1.27
15.63,-0.49,20.99,1.24,0.41,1.37
15.58,-4.74,23.21,1.39,0.48,1.28
14.89,-7.50,24.56,0.91,0.33,0.94
13.49,-7.55,24.94,0.27,0.11,0.39
12.32,-4.96,24.72,-0.22,-0.13,-0.09
9.64,-2.18,23.80,-0.43,-0.34,-0.29
7.45,-0.34,22.34,-0.30,-0.43,-0.37
5.51,0.86,21.35,-0.11,-0.37,-0.30
3.73,0.71,21.45,0.12,-0.26,-0.20
2.43,0.01,22.35,0.25,-0.22,-0.21
1.42,0.28,22.59,0.12,-0.27,-0.28
-0.05,0.99,22.73,-0.14,-0.33,-0.29
-1.30,2.12,22.20,-0.31,-0.40,-0.29
-2.19,3.41,21.35,-0.23,-0.41,-0.23
-2.28,3.88,20.88,-0.01,-0.38,-0.09
-1.95,3.47,20.35,0.17,-0.35,0.08
-1.52,2.66,20.17,0.22,-0.34,0.18
-1.14,1.95,19.74,0.15,-0.38,0.23
-0.91,1.66,19.17,0.06,-0.37,0.25
-0.54,1.54,18.49,0.04,-0.34,0.25
6.69,0.16,21.11,0.27,0.21,0.12
7.58,0.48,21.48,0.35,0.17,0.12
8.01,0.83,21.32,0.38,0.09,0.15
8.27,1.50,21.54,0.39,0.04,0.22
8.77,2.02,22.44,0.39,-0.02,0.33
8.98,1.88,22.93,0.33,-0.16,0.43
8.67,1.64,22.65,0.19,-0.34,0.51
8.45,1.32,21.67,0.04,-0.47,0.56
7.80,1.38,20.81,-0.15,-0.50,0.61
7.42,2.06,21.06,-0.26,-0.51,0.69
6.40,1.93,21.23,-0.19,-0.66,0.81
4.40,1.18,19.80,-0.09,-0.80,0.86
2.63,0.78,18.20,0.01,-0.73,0.85
0.38,-0.54,16.70,0.11,-0.52,0.82
-1.63,-1.48,16.80,0.16,-0.24,0.74
-3.10,-2.76,18.10,0.04,-0.10,0.58
-4.43,-1.94,19.85,-0.36,-0.12,0.41
-5.78,-0.20,20.05,-0.74,-0.23,0.36
-7.93,1.78,19.91,-0.72,-0.31,0.40
-9.44,2.56,19.46,-0.31,-0.35,0.46
-11.33,1.80,18.82,0.31,-0.30,0.41
-12.31,1.16,18.84,0.70,-0.19,0.25
-13.25,0.65,19.15,0.78,-0.09,0.06
-13.42,1.78,20.40,0.46,-0.04,-0.07
-14.18,3.91,20.27,-0.05,-0.04,-0.03
-14.55,6.26,19.99,-0.22,-0.02,0.13
-14.35,6.76,19.74,0.00,-0.04,0.36
-14.81,5.70,18.98,0.29,-0.07,0.46
-13.55,4.69,18.33,0.50,-0.01,0.44
-13.41,4.14,18.42,0.52,0.31,0.41
-12.02,3.61,18.38,0.36,-0.06,0.58
-11.95,2.84,18.49,0.22,0.30,0.59
-11.09,2.74,18.92,0.13,0.33,0.56
-9.96,3.67,20.21,0.10,0.17,0.61
-9.82,3.77,19.78,0.20,-0.05,0.67
-9.29,3.49,19.09,0.40,-0.14,0.61
-8.21,1.94,17.62,0.51,-0.01,0.57
-6.59,-0.01,17.53,0.40,0.22,0.43
-5.08,-0.17,17.99,0.10,0.40,0.25
-2.68,0.48,19.05,-0.04,0.45,0.11
-0.79,0.21,20.44,0.05,0.40,0.01
0.58,-0.84,22.01,0.28,0.26,-0.19
2.10,-1.22,22.28,0.47,0.08,-0.48
3.31,-1.02,21.23,0.67,-0.01,-0.80
5.33,-1.17,19.68,0.95,0.05,-1.04
6.86,-0.54,18.97,1.09,0.18,-1.24
9.45,1.30,19.59,1.22,0.32,-1.25
11.21,1.91,20.98,1.25,0.38,-1.09
12.77,1.46,22.54,1.20,0.38,-0.86
14.01,0.70,23.93,0.99,0.35,-0.62
14.72,-0.30,24.62,0.73,0.27,-0.43
15.43,-1.19,25.29,0.48,0.20,-0.29
15.39,-1.81,25.54,0.12,0.20,-0.25
15.43,-1.27,25.22,-0.22,0.27,-0.29
15.81,-0.66,25.33,-0.47,0.36,-0.40
15.85,1.74,24.78,-0.51,0.41,-0.50
16.58,3.82,24.96,-0.30,0.32,-0.30
15.88,3.94,24.71,-0.17,0.03,0.08
15.80,2.71,23.82,-0.39,-0.06,0.43
14.07,2.40,22.38,-0.68,-0.40,0.65
13.14,2.47,21.25,-0.98,-0.44,0.86
12.07,2.62,19.96,-1.01,-0.38,0.91
11.19,2.15,19.19,-0.81,-0.23,0.87
10.21,1.09,19.05,-0.57,-0.08,0.81
9.11,1.60,19.51,-0.37,-0.01,0.73
8.64,2.80,20.85,-0.29,-0.09,0.85
7.71,2.08,21.23,-0.49,-0.36,1.19
5.05,0.16,19.88,-0.88,-0.56,1.36
2.91,-1.26,17.74,-1.11,-0.60,1.24
0.13,-1.83,15.38,-1.15,-0.37,0.86
-2.47,-1.91,14.21,-0.85,0.03,0.34
-5.09,-1.37,14.25,-0.47,0.45,-0.18
-5.85,2.01,17.96,-0.35,0.64,-0.30
-6.05,3.62,20.85,-0.20,0.27,-0.06
-7.78,1.60,19.86,-0.21,-0.29,0.18
-10.36,0.02,16.78,-0.52,-0.47,0.10
-12.00,-0.37,15.20,-0.66,-0.29,-0.12
-14.99,-0.27,14.57,-0.67,0.06,-0.41
-16.31,0.19,16.48,-0.39,0.47,-0.78
-16.32,3.24,19.81,-0.04,0.49,-0.95
-15.66,4.67,21.68,0.33,0.14,-0.73
-16.48,3.80,20.45,0.45,-0.17,-0.52
-16.48,3.37,19.14,0.36,-0.28,-0.36
-16.96,2.82,17.86,0.19,-0.26,-0.25
-16.53,3.00,16.93,0.09,-0.10,-0.25
-15.62,3.20,17.04,0.17,0.08,-0.26
-14.90,3.12,16.68,0.17,0.22,-0.26
-13.54,3.89,18.89,0.09,0.11,-0.12
-14.70,5.21,19.66,0.26,0.07,-0.05
-13.55,5.12,19.33,0.43,0.19,0.11
-12.19,3.31,18.83,0.46,0.08,0.12
-11.05,1.11,18.32,0.29,0.08,-0.00
-9.00,0.97,18.38,-0.10,0.14,-0.25
-5.38,2.05,18.64,-0.23,0.23,-0.44
-1.76,1.98,19.60,0.03,0.19,-0.57
1.70,1.85,20.71,0.41,0.06,-0.60
4.03,-0.08,20.93,0.78,-0.11,-0.73
7.20,-1.55,19.35,0.92,-0.27,-1.07
10.30,-0.55,17.17,0.98,-0.27,-1.41
13.29,2.36,16.90,1.12,-0.11,-1.57
16.36,3.87,19.74,1.24,0.05,-1.36
17.00,3.12,22.05,1.05,-0.00,-1.10
17.51,3.78,23.56,0.71,-0.11,-0.83
17.17,3.76,23.18,0.55,-0.18,-0.51
15.69,2.96,22.06,0.61,-0.14,-0.29
14.16,1.88,22.07,0.69,0.05,-0.14
11.98,-0.42,22.75,0.58,0.19,-0.08
9.04,-0.74,22.52,0.09,0.34,-0.15
7.02,1.17,23.43,-0.37,0.44,-0.10
4.81,2.21,23.35,-0.50,0.36,0.02
2.86,2.41,22.60,-0.44,0.24,0.09
1.48,2.29,21.90,-0.37,0.12,0.12
0.37,2.38,20.54,-0.44,0.00,0.15
-0.80,2.76,19.57,-0.50,-0.02,0.24
-1.74,2.83,19.16,-0.34,-0.02,0.30
-2.69,2.68,18.72,-0.13,-0.01,0.26
-2.23,2.41,19.08,0.07,0.02,0.25
-2.28,1.18,19.31,0.10,-0.03,0.21
-1.83,0.98,19.15,-0.02,-0.06,0.08
-1.80,1.37,19.17,-0.10,-0.09,0.04
9.39,-0.08,23.29,-0.13,-0.26,0.22
9.17,-0.15,22.96,-0.22,-0.47,0.17
8.24,-0.24,22.29,-0.32,-0.68,0.17
7.15,0.17,21.23,-0.44,-0.79,0.19
5.57,0.51,20.05,-0.44,-0.87,0.21
3.94,0.62,18.38,-0.24,-0.76,0.29
1.96,0.98,17.79,0.11,-0.61,0.35
0.70,0.96,18.26,0.34,-0.43,0.43
-0.91,0.65,19.05,0.44,-0.42,0.55
-2.71,0.63,19.52,0.31,-0.46,0.63
-5.17,0.28,19.74,0.18,-0.55,0.75
-7.61,-1.52,19.11,0.18,-0.64,0.72
-9.31,-2.96,19.01,0.13,-0.57,0.46
-10.01,-2.37,19.19,-0.12,-0.38,0.08
-9.66,0.34,18.99,-0.24,-0.11,-0.12
-9.87,2.39,19.60,0.14,0.09,-0.07
-10.55,2.44,20.29,0.73,0.14,0.01
-11.58,1.41,21.11,1.09,0.13,0.07
-12.30,-0.27,21.64,1.12,0.08,0.02
-12.55,-0.49,21.64,0.78,0.03,-0.08
-12.75,0.06,20.99,0.35,0.02,-0.14
-12.81,0.90,20.30,-0.02,0.04,-0.15
-12.80,2.19,19.20,-0.20,0.12,-0.14
-11.89,3.44,18.61,-0.12,0.19,-0.06
-11.39,3.50,18.62,0.07,0.20,0.13
-11.66,3.63,18.34,0.25,0.21,0.31
-10.98,3.12,18.97,0.32,0.27,0.52
-11.73,3.18,19.28,0.46,0.03,0.63
-10.11,0.97,18.39,0.34,0.19,0.65
-9.47,-0.28,17.80,0.09,0.12,0.54
-8.16,-0.26,17.47,-0.20,0.30,0.42
-6.49,0.77,18.06,-0.27,0.40,0.37
-5.05,1.09,18.55,-0.01,0.41,0.33
-3.24,0.67,19.54,0.46,0.36,0.26
-1.01,-1.07,20.05,0.73,0.30,0.15
0.10,-1.76,19.31,0.69,0.34,-0.12
2.57,-1.69,19.05,0.71,0.50,-0.41
4.98,-0.92,18.45,0.78,0.62,-0.70
7.32,0.81,19.27,0.94,0.71,-0.77
9.31,0.60,20.56,1.15,0.70,-0.72
11.12,0.11,20.84,1.28,0.62,-0.78
13.60,0.61,21.15,1.38,0.61,-0.83
15.57,1.01,21.19,1.52,0.61,-0.78
17.31,1.57,21.53,1.62,0.62,-0.72
18.18,1.75,22.70,1.61,0.59,-0.54
17.96,0.38,24.35,1.33,0.51,-0.32
17.72,-0.16,25.33,0.78,0.35,-0.25
17.83,-0.01,26.04,0.19,0.20,-0.15
17.46,0.09,25.84,-0.23,0.05,-0.08
17.10,0.83,25.02,-0.44,-0.06,-0.01
16.37,1.21,24.07,-0.41,-0.16,0.09
15.38,1.54,22.47,-0.20,-0.23,0.16
13.76,2.36,21.69,0.07,-0.14,0.22
12.76,2.52,21.80,0.27,-0.02,0.33
11.77,3.45,22.86,0.59,-0.21,0.43
10.95,2.58,23.69,0.58,-0.41,0.59
9.71,1.55,23.06,0.12,-0.70,0.65
8.32,1.74,20.88,-0.61,-0.78,0.70
6.85,2.07,19.51,-1.03,-0.64,0.74
5.58,2.90,19.46,-0.99,-0.47,0.82
3.85,2.75,20.25,-0.54,-0.43,0.91
0.88,0.73,19.96,0.22,-0.47,0.78
-1.21,-1.48,20.30,0.74,-0.51,0.43
-2.51,-2.79,19.70,0.40,-0.53,0.05
-4.06,-0.81,18.43,-0.70,-0.44,-0.09
-6.21,2.89,18.36,-1.58,-0.27,0.06
-8.43,6.24,19.01,-1.36,-0.28,0.36
-10.73,5.81,18.73,-0.51,-0.37,0.57
-13.67,3.49,18.01,0.65,-0.35,0.34
-14.47,1.36,18.97,1.40,-0.24,-0.18
-15.16,-0.16,19.98,1.25,-0.22,-0.60
-16.26,2.26,20.12,0.18,-0.05,-0.72
-17.27,4.68,19.42,-0.39,0.13,-0.63
-17.82,5.55,19.20,-0.28,0.22,-0.62
-17.21,6.23,19.05,0.06,0.27,-0.59
-16.12,6.25,18.69,0.32,0.22,-0.41
-15.66,4.57,17.64,0.28,0.19,-0.18
-15.53,2.60,16.45,-0.10,0.30,-0.09
-13.81,2.37,16.70,-0.55,0.49,-0.09
-13.49,3.67,18.54,-0.81,0.93,-0.08
-11.95,4.16,17.95,-0.66,0.25,0.17
-11.60,3.38,17.18,-0.55,0.77,0.27
-10.31,3.11,17.43,-0.46,0.63,0.39
-8.49,1.03,18.39,-0.36,0.66,0.47
-6.60,-1.75,18.32,-0.46,0.64,0.35
-3.49,-2.35,18.83,-0.65,0.61,0.00
1.02,-0.50,19.52,-0.85,0.56,-0.22
4.07,1.39,19.57,-0.74,0.50,-0.31
7.32,3.25,19.90,-0.31,0.46,-0.30
9.68,2.52,21.05,0.10,0.50,-0.22
11.27,0.91,22.42,0.34,0.48,-0.27
12.46,0.54,23.25,0.35,0.41,-0.37
13.35,-0.14,23.71,0.33,0.26,-0.46
14.00,0.57,22.80,0.27,0.09,-0.55
14.42,2.81,22.19,0.18,0.01,-0.35
14.29,2.50,22.18,0.24,-0.02,0.02
12.72,0.69,21.97,0.32,-0.05,0.24
10.76,-0.42,22.28,0.27,-0.01,0.32
8.63,-1.82,22.48,0.07,-0.01,0.32
6.75,-2.87,22.81,-0.24,-0.06,0.19
5.22,-1.95,22.51,-0.63,-0.15,0.02
3.77,-0.36,21.79,-0.83,-0.22,-0.00
2.06,0.74,21.00,-0.72,-0.26,-0.01
0.85,0.55,20.28,-0.47,-0.26,-0.02
-0.29,0.12,19.74,-0.44,-0.21,-0.06
-0.78,0.86,18.96,-0.55,-0.12,-0.10
-1.07,1.72,18.20,-0.45,-0.00,-0.12
-1.05,2.31,18.04,-0.21,0.09,-0.08
-1.22,1.99,18.09,0.00,0.17,-0.00
-1.46,0.76,18.57,0.17,0.23,0.02
-1.15,0.56,19.68,0.13,0.22,0.01
-0.88,0.25,20.45,0.01,0.11,0.07
-1.28,-0.49,20.48,-0.08,-0.00,0.05
-1.14,-0.21,20.30,-0.21,-0.04,-0.04
-0.71,0.60,20.48,-0.24,-0.05,-0.06
-0.54,1.22,20.37,-0.14,-0.07,-0.03
-0.66,1.18,19.94,0.02,-0.06,0.00
-0.53,0.83,19.90,0.15,-0.01,-0.01
-0.16,0.77,20.37,0.18,0.03,-0.01
0.08,0.66,20.91,0.09,0.02,0.01
7.02,-0.05,20.58,0.03,0.21,-0.20
7.91,0.27,20.65,0.17,0.25,-0.16
7.96,0.47,20.91,0.27,0.32,-0.14
8.56,1.16,21.76,0.30,0.41,-0.16
9.15,1.90,23.07,0.23,0.48,-0.06
10.23,2.45,24.58,0.13,0.42,0.05
10.81,2.53,25.23,0.08,0.21,0.19
10.90,2.04,25.09,-0.00,-0.09,0.32
10.26,1.45,23.86,-0.19,-0.37,0.38
9.34,1.39,22.60,-0.43,-0.54,0.41
8.42,1.43,21.27,-0.55,-0.60,0.46
7.08,1.39,19.76,-0.47,-0.59,0.48
5.87,0.99,18.30,-0.30,-0.46,0.41
4.89,1.42,17.65,-0.20,-0.29,0.37
3.38,1.88,16.99,-0.21,-0.14,0.42
1.96,3.01,17.07,-0.25,-0.01,0.51
0.96,4.13,18.46,-0.20,0.02,0.78
-0.58,3.00,19.77,-0.14,-0.10,1.07
-3.57,-0.64,20.06,-0.28,-0.22,1.10
-5.30,-2.67,19.08,-0.51,-0.21,0.67
-6.37,-1.47,17.97,-0.84,-0.01,0.23
-6.07,3.80,19.34,-0.88,0.30,0.14
-6.75,5.07,20.47,-0.36,0.25,0.38
-9.32,3.58,20.01,0.14,0.13,0.51
-11.48,1.67,19.82,0.36,0.14,0.49
-12.84,0.39,20.26,0.43,0.21,0.25
-13.16,0.92,20.60,0.32,0.25,-0.05
-13.82,2.38,20.16,0.06,0.29,-0.23
-13.98,4.60,19.77,-0.04,0.36,-0.28
-14.46,6.45,19.61,0.11,0.37,-0.17
-15.27,6.68,19.54,0.38,0.33,0.02
-14.84,5.67,20.72,0.54,0.45,0.25
-14.70,4.28,19.89,0.47,-0.26,0.38
-14.39,1.60,18.35,0.05,0.20,0.44
-13.19,1.81,18.61,-0.41,0.26,0.39
-12.56,2.16,19.57,-0.68,0.28,0.44
-11.96,2.67,20.92,-0.49,0.07,0.45
-10.87,2.75,22.05,-0.22,-0.21,0.49
-11.14,1.67,20.95,-0.03,-0.44,0.52
-10.29,1.21,19.27,-0.01,-0.35,0.45
-9.38,0.81,18.55,-0.03,-0.16,0.35
-7.99,1.16,18.44,-0.07,-0.03,0.21
-5.81,1.87,19.22,-0.06,-0.07,0.15
-4.93,0.98,18.54,-0.00,-0.22,0.10
-3.16,0.74,17.86,-0.04,-0.25,-0.08
-1.74,0.96,16.83,0.01,-0.18,-0.25
-0.43,0.52,15.79,0.28,-0.06,-0.49
1.10,1.01,14.56,0.62,0.18,-0.82
3.57,1.36,15.63,0.92,0.36,-0.97
5.26,0.03,16.12,1.04,0.35,-1.09
7.03,-0.54,17.25,0.92,0.28,-1.29
8.83,-0.57,18.95,0.69,0.27,-1.47
10.80,0.51,20.55,0.54,0.19,-1.58
12.65,1.50,21.01,0.55,0.12,-1.58
14.97,2.30,21.37,0.79,0.11,-1.48
17.31,2.45,22.06,1.15,0.09,-1.30
18.71,1.75,22.89,1.31,0.03,-1.02
19.31,1.29,23.46,1.11,0.01,-0.72
19.49,0.78,24.31,0.80,0.01,-0.43
19.11,-0.36,25.00,0.55,-0.03,-0.23
18.43,-0.14,24.77,0.28,-0.06,-0.20
17.95,1.28,23.72,0.05,-0.03,-0.09
17.51,2.77,22.97,-0.04,-0.03,0.15
16.44,2.98,22.81,0.04,-0.09,0.42
15.36,2.83,23.17,0.08,-0.21,0.63
14.01,3.22,22.93,-0.04,-0.36,0.76
12.89,3.54,22.36,-0.17,-0.45,0.89
11.72,3.31,21.18,-0.22,-0.50,0.91
10.47,3.14,19.81,-0.18,-0.44,0.86
8.75,3.19,19.09,-0.05,-0.22,0.74
7.89,3.43,21.11,0.17,-0.09,0.66
7.13,3.84,23.76,0.22,-0.24,0.76
4.29,1.38,22.70,0.06,-0.53,0.90
1.59,-1.17,20.76,-0.27,-0.52,0.72
-0.84,-3.05,19.63,-0.74,-0.37,0.33
-3.11,-3.17,17.85,-1.17,-0.16,-0.22
-6.63,-2.24,15.25,-1.31,0.15,-0.64
-9.20,1.91,16.97,-1.00,0.46,-0.80
-8.89,4.20,19.83,-0.16,0.34,-0.50
-10.97,1.58,20.72,0.68,-0.18,-0.27
-11.89,-0.90,20.01,0.65,-0.47,-0.31
-14.10,-1.13,17.41,-0.20,-0.39,-0.43
-15.07,0.66,16.90,-1.07,-0.08,-0.45
-17.25,3.04,15.98,-1.31,0.22,-0.42
-17.59,5.98,17.60,-0.74,0.45,-0.40
-16.95,6.68,19.20,-0.02,0.39,-0.30
-16.65,5.38,20.17,0.35,0.24,-0.13
-16.51,3.53,20.57,0.19,0.14,-0.08
-15.52,3.56,20.16,-0.31,0.07,-0.11
-15.58,4.98,20.32,-0.69,0.35,-0.09
-14.45,5.70,17.82,-0.76,-0.31,0.03
-15.08,5.10,16.39,-0.52,0.39,0.12
-13.90,5.12,17.27,-0.25,0.44,0.16
-13.74,4.19,17.64,-0.02,0.37,0.23
-13.05,3.15,17.63,-0.08,0.24,0.23
-12.09,2.18,17.14,-0.26,0.12,0.18
-10.98,1.36,16.26,-0.45,0.12,0.04
-8.07,1.00,16.21,-0.50,0.25,-0.16
-5.06,1.87,16.42,-0.47,0.33,-0.25
-1.86,1.96,16.94,-0.20,0.33,-0.32
0.91,0.15,16.78,0.16,0.32,-0.45
3.47,-0.11,17.87,0.24,0.38,-0.72
6.48,-0.19,19.24,0.13,0.42,-0.91
9.79,0.91,20.31,0.02,0.46,-1.10
13.80,2.85,21.61,0.23,0.43,-1.22
