aX,aY,aZ,gX,gY,gZ
-5.32,17.25,22.73,0.49,-1.43,-1.80
-5.12,17.01,21.40,0.47,-1.81,-1.72
-5.63,17.86,19.92,0.34,-2.09,-1.47
-6.50,18.75,18.67,0.27,-2.31,-1.25
-7.67,19.18,17.33,0.35,-2.41,-1.17
-8.20,19.86,16.34,0.53,-2.43,-1.20
-8.06,20.78,15.39,0.70,-2.49,-1.16
-8.12,21.57,14.45,0.81,-2.62,-0.99
-8.57,22.52,12.25,0.81,-2.79,-0.74
-9.60,23.35,9.80,0.81,-2.84,-0.41
-10.34,23.62,7.72,0.83,-2.81,-0.12
-11.21,23.40,6.06,0.85,-2.66,0.15
-10.99,23.55,5.52,0.81,-2.40,0.42
-10.01,23.17,5.40,0.75,-2.20,0.70
-9.14,22.82,5.06,0.69,-2.11,0.97
-9.13,22.35,4.11,0.62,-2.10,1.28
-9.93,21.70,2.22,0.56,-2.01,1.59
-10.60,20.41,0.90,0.48,-1.81,1.85
-10.59,19.06,0.23,0.46,-1.52,2.06
-9.98,17.31,0.17,0.48,-1.21,2.16
-9.12,15.46,0.29,0.48,-0.95,2.22
-8.53,14.43,0.05,0.41,-0.75,2.24
-8.31,13.53,-0.44,0.35,-0.56,2.35
-8.26,11.55,-0.88,0.26,-0.42,2.47
-8.02,10.35,-1.03,0.09,-0.21,2.60
-7.98,9.32,-1.16,0.07,-0.01,2.66
-7.71,7.85,-1.09,0.08,0.21,2.66
-7.30,6.63,-0.70,0.08,0.46,2.65
-6.72,4.81,-0.35,0.04,0.68,2.58
-6.40,3.57,-0.02,-0.08,0.86,2.53
-6.44,2.98,0.58,-0.13,1.06,2.46
-6.11,2.86,1.89,-0.11,1.27,2.33
-5.70,2.87,3.33,-0.00,1.43,2.20
-5.10,2.27,4.50,0.11,1.59,2.09
-4.52,1.01,5.24,0.20,1.69,1.95
-4.16,-0.28,5.26,0.21,1.76,1.82
-3.80,-1.41,5.44,0.16,1.86,1.71
-3.62,-2.43,6.33,0.09,1.96,1.59
-3.51,-3.16,7.40,0.03,2.08,1.45
-3.39,-3.13,8.74,0.02,2.21,1.32
-2.96,-3.92,10.70,0.16,2.39,1.06
-1.88,-5.24,12.47,0.28,2.44,0.70
-1.11,-6.15,13.32,0.29,2.37,0.37
-0.78,-6.77,13.45,0.20,2.28,0.14
-0.37,-6.71,13.94,0.10,2.19,-0.09
-0.77,-6.92,13.92,0.03,2.08,-0.30
-1.22,-6.35,14.03,-0.09,2.01,-0.60
-1.62,-5.40,14.58,-0.20,2.03,-0.81
-1.85,-4.02,15.14,-0.20,2.05,-1.06
-2.05,-2.95,15.81,-0.10,2.05,-1.29
-2.27,-2.54,16.79,-0.08,2.01,-1.49
-2.10,-0.62,17.86,-0.20,1.92,-1.71
-1.62,1.10,19.16,-0.27,1.78,-1.82
-1.63,2.89,20.10,-0.37,1.67,-1.87
-1.67,5.01,21.29,-0.38,1.54,-1.92
-2.26,7.23,21.75,-0.21,1.39,-2.01
-2.85,8.78,22.34,0.09,1.26,-2.11
-2.46,9.60,23.42,0.26,1.08,-2.19
-2.32,11.26,23.89,0.31,0.83,-2.15
-2.47,12.74,24.01,0.33,0.61,-2.03
-2.48,12.95,24.03,0.32,0.36,-1.91
-3.00,13.87,23.30,0.27,0.15,-1.75
-3.55,14.26,23.20,0.38,0.02,-1.67
-3.54,13.96,23.58,0.58,-0.18,-1.76
-3.09,14.71,23.36,0.68,-0.48,-1.84
-3.18,15.69,22.40,0.64,-0.81,-1.73
-3.22,15.82,21.15,0.48,-1.06,-1.51
-3.58,15.79,20.01,0.42,-1.30,-1.39
-4.62,15.83,18.38,0.39,-1.52,-1.31
-5.68,16.74,16.93,0.38,-1.68,-1.23
-5.52,17.37,14.76,0.38,-1.81,-1.11
-5.18,17.69,12.94,0.36,-1.89,-0.94
-4.78,18.07,10.87,0.41,-1.98,-0.85
-5.35,18.05,8.16,0.49,-2.01,-0.80
-6.64,18.62,5.73,0.52,-1.94,-0.67
-7.76,18.58,3.84,0.49,-1.78,-0.45
-8.33,18.10,2.68,0.42,-1.56,-0.23
-7.98,17.80,2.29,0.35,-1.30,-0.02
-7.00,16.09,2.21,0.31,-1.04,0.22
-5.77,14.06,2.95,0.24,-0.84,0.38
0.77,9.77,11.11,-0.16,-0.19,0.06
0.74,9.71,11.07,-0.13,-0.27,0.03
0.83,9.84,10.92,-0.07,-0.37,0.01
0.44,9.58,10.47,-0.05,-0.43,-0.02
0.45,9.69,10.15,-0.07,-0.45,-0.02
0.44,9.63,9.89,-0.13,-0.47,-0.01
0.59,10.19,9.56,-0.11,-0.47,-0.02
0.43,10.08,9.31,-0.05,-0.48,-0.03
0.19,10.07,8.97,-0.01,-0.50,-0.06
0.11,10.23,8.68,-0.02,-0.54,-0.04
-0.26,10.79,8.08,-0.01,-0.56,-0.02
-0.18,11.13,7.02,0.05,-0.55,0.03
-0.29,10.96,6.52,0.11,-0.48,0.04
-0.28,11.08,5.82,0.24,-0.40,-0.02
-0.28,10.66,4.76,0.29,-0.29,-0.07
-0.32,10.95,3.89,0.30,-0.18,-0.03
-0.54,10.32,3.03,0.30,-0.10,0.05
-1.17,10.01,2.15,0.19,-0.03,0.16
-1.62,9.17,1.23,0.03,0.06,0.32
-2.18,8.52,0.60,-0.22,0.16,0.49
-2.88,8.42,0.07,-0.39,0.28,0.62
-3.78,8.15,-0.36,-0.44,0.47,0.69
-4.75,7.53,-0.60,-0.35,0.73,0.69
-5.39,6.75,-0.26,-0.24,1.03,0.54
-5.56,6.26,0.50,-0.19,1.39,0.46
-5.33,4.30,2.53,-0.23,1.71,0.41
-4.14,2.92,4.61,-0.32,1.91,0.34
-3.39,1.61,5.81,-0.41,1.95,0.30
-3.17,-0.48,6.58,-0.54,2.00,0.30
-2.56,-2.00,8.34,-0.75,2.13,0.17
-1.85,-2.04,10.15,-0.78,2.15,-0.12
-2.23,-1.45,11.85,-0.69,2.20,-0.39
-1.44,-1.03,13.78,-0.60,2.23,-0.59
-1.45,-0.40,15.04,-0.55,2.13,-0.71
-1.92,-0.10,15.42,-0.56,2.01,-0.74
-1.89,-1.58,16.25,-0.76,1.89,-0.74
-2.07,-0.96,16.96,-1.10,1.73,-0.84
-2.25,0.91,17.76,-1.18,1.62,-1.00
-2.32,2.07,18.50,-0.99,1.58,-1.19
-2.07,3.61,19.32,-0.70,1.52,-1.44
-1.94,4.17,19.82,-0.35,1.38,-1.67
-2.28,5.44,19.47,-0.15,1.15,-1.73
-3.06,6.23,18.07,-0.09,0.97,-1.63
-3.12,4.77,18.70,-0.23,0.94,-1.53
-2.93,5.26,20.32,-0.55,0.84,-1.60
-3.22,8.53,20.80,-0.68,0.67,-1.71
-4.05,11.20,21.67,-0.49,0.60,-1.77
-4.15,13.25,22.29,-0.18,0.51,-1.91
-3.98,14.59,22.78,0.16,0.36,-1.97
-3.49,14.45,23.29,0.34,0.13,-1.89
-3.84,14.36,23.25,0.35,-0.16,-1.76
-4.35,14.88,22.30,0.26,-0.46,-1.60
-4.66,14.93,21.52,0.24,-0.68,-1.44
-5.40,14.19,20.66,0.21,-0.90,-1.48
-5.34,15.58,20.11,0.24,-1.09,-1.54
-5.50,15.87,19.60,0.33,-1.27,-1.48
-5.68,15.51,18.93,0.33,-1.45,-1.39
-5.75,15.81,17.50,0.29,-1.62,-1.34
-5.97,16.24,16.09,0.27,-1.71,-1.26
-5.86,17.17,15.01,0.32,-1.82,-1.22
-6.64,18.27,13.89,0.42,-1.91,-1.19
-7.11,19.44,13.26,0.53,-1.95,-1.14
-7.42,19.77,12.76,0.60,-1.99,-1.00
-6.64,19.50,12.37,0.51,-2.03,-0.81
-5.98,20.26,11.87,0.44,-2.15,-0.59
-6.37,20.76,10.33,0.43,-2.28,-0.40
-6.88,22.12,8.72,0.45,-2.28,-0.19
-7.56,22.72,7.59,0.52,-2.22,0.01
-7.97,22.56,7.35,0.56,-2.09,0.23
-7.69,22.18,7.55,0.47,-2.03,0.48
-7.44,21.52,7.18,0.35,-1.99,0.78
-7.28,20.42,6.56,0.21,-1.94,1.06
-7.59,19.87,5.34,0.10,-1.85,1.30
-8.11,19.27,4.28,0.07,-1.68,1.54
-8.27,18.12,3.81,0.10,-1.49,1.70
-7.54,17.29,4.34,0.10,-1.32,1.78
-7.03,16.20,4.32,0.09,-1.24,1.93
-6.78,14.37,3.81,0.06,-1.15,2.03
-6.52,12.87,2.67,0.06,-1.05,2.10
-6.39,11.38,1.46,0.01,-0.94,2.20
-6.95,9.79,0.04,-0.10,-0.74,2.29
-7.13,9.05,-0.83,-0.17,-0.45,2.31
-6.56,8.38,-0.59,-0.17,-0.18,2.32
-5.82,7.36,0.06,-0.20,0.03,2.33
-5.10,7.04,0.43,-0.24,0.19,2.36
-5.11,6.27,0.42,-0.22,0.35,2.39
-5.16,4.95,0.59,-0.21,0.54,2.35
-5.34,3.93,0.74,-0.17,0.70,2.24
-5.56,3.29,1.19,-0.18,0.89,2.13
-5.33,2.74,2.10,-0.18,1.08,2.10
-5.19,2.00,3.07,-0.13,1.26,2.04
-5.17,1.10,3.70,-0.03,1.46,1.90
-4.46,0.23,4.67,0.02,1.68,1.76
-4.03,-0.48,5.64,0.03,1.83,1.64
-3.98,-1.85,6.41,0.01,1.94,1.51
-3.84,-2.89,7.51,-0.04,2.05,1.33
-2.78,-3.23,9.28,-0.07,2.11,1.12
-2.46,-3.34,10.50,-0.04,2.09,0.94
-1.97,-3.42,11.52,-0.01,2.07,0.73
-1.84,-2.88,12.10,0.03,2.11,0.56
-2.04,-2.82,12.54,0.13,2.17,0.36
-1.99,-3.22,13.20,0.14,2.26,0.17
-1.65,-3.00,14.28,0.05,2.33,0.04
-1.17,-3.30,15.55,0.03,2.34,-0.12
-0.06,-2.97,17.83,0.03,2.24,-0.39
0.22,-1.28,18.76,0.11,1.99,-0.62
-0.18,-0.77,18.70,0.24,1.85,-0.74
-0.24,-1.68,19.16,0.26,1.76,-0.94
-0.40,-1.29,19.00,0.26,1.64,-1.17
-0.85,-1.42,19.35,0.26,1.55,-1.35
-1.14,-1.03,20.28,0.21,1.40,-1.54
-1.82,0.45,21.24,0.09,1.22,-1.71
-2.56,3.18,21.61,0.09,1.01,-1.85
-3.60,4.85,21.27,0.25,0.83,-2.00
-4.79,5.83,20.78,0.31,0.75,-2.10
-5.20,7.13,20.99,0.24,0.71,-2.09
-4.79,8.26,22.30,0.24,0.66,-2.08
-3.74,9.03,24.48,0.21,0.48,-2.11
-2.96,11.12,25.68,0.14,0.15,-2.09
-2.58,12.95,26.05,0.10,-0.21,-1.97
0.89,9.38,10.01,-0.02,-0.28,0.00
1.11,9.69,9.93,-0.04,-0.32,-0.02
1.20,9.98,9.76,-0.01,-0.37,-0.03
1.19,10.01,9.52,0.04,-0.40,-0.08
1.40,9.89,9.38,0.06,-0.45,-0.13
1.63,9.67,9.16,-0.01,-0.46,-0.16
1.59,10.34,9.15,-0.07,-0.52,-0.16
2.01,10.79,8.85,-0.10,-0.58,-0.16
1.84,10.81,8.31,-0.10,-0.63,-0.13
1.86,11.50,7.55,-0.09,-0.67,-0.12
1.68,11.72,7.07,-0.06,-0.67,-0.06
1.24,11.92,6.30,0.02,-0.67,-0.03
0.57,12.12,5.23,0.14,-0.65,-0.02
-0.16,12.08,4.38,0.26,-0.59,0.00
-0.54,11.48,3.35,0.31,-0.50,0.00
-0.56,11.98,2.45,0.33,-0.40,0.04
-0.84,11.78,1.80,0.39,-0.32,0.15
-1.82,11.21,0.40,0.33,-0.26,0.30
-2.28,10.59,-0.39,0.27,-0.08,0.45
-2.98,9.55,-1.04,0.28,0.11,0.53
-3.78,8.18,-1.93,0.33,0.34,0.55
-4.17,6.52,-1.91,0.22,0.66,0.55
-4.55,5.16,-1.47,0.03,0.96,0.55
-4.71,4.48,-1.12,-0.18,1.29,0.59
-4.45,2.36,0.53,-0.36,1.66,0.58
-3.70,1.00,3.31,-0.48,1.93,0.51
-2.44,-0.44,5.79,-0.51,2.03,0.27
-1.30,-1.41,8.07,-0.50,1.99,0.04
-1.46,-1.78,9.29,-0.51,1.92,-0.11
-1.99,-2.22,10.79,-0.56,1.93,-0.21
-2.16,-2.68,11.90,-0.64,1.96,-0.32
-2.28,-3.65,12.87,-0.75,1.95,-0.45
-2.56,-3.13,13.91,-0.89,1.98,-0.65
-2.47,-1.26,15.37,-0.89,2.03,-0.85
-1.79,-0.39,17.44,-0.76,1.99,-1.17
-1.43,-0.40,18.98,-0.75,1.76,-1.43
-1.99,0.85,18.64,-0.73,1.45,-1.63
-2.99,1.57,17.62,-0.69,1.30,-1.69
-3.21,2.40,17.26,-0.61,1.29,-1.84
-2.91,3.96,18.26,-0.49,1.32,-1.97
-3.13,5.85,18.94,-0.35,1.27,-2.05
-3.21,7.17,20.19,-0.20,1.21,-2.16
-3.91,7.16,20.69,-0.08,0.99,-2.32
-3.84,9.11,21.23,-0.24,0.75,-2.41
-3.67,12.23,22.29,-0.30,0.39,-2.33
-4.42,14.32,21.84,-0.23,0.09,-2.21
-4.55,15.47,20.60,-0.08,-0.05,-2.17
-4.63,15.70,20.47,0.04,-0.15,-2.04
-4.93,15.13,20.55,0.02,-0.30,-1.90
-5.03,15.79,21.11,-0.04,-0.51,-1.85
-4.73,16.95,20.89,-0.03,-0.84,-1.83
-4.29,17.90,20.26,-0.02,-1.13,-1.75
-4.57,18.77,19.19,-0.01,-1.37,-1.62
-4.96,19.51,18.33,-0.01,-1.53,-1.49
-4.73,19.63,17.86,0.16,-1.66,-1.35
-5.20,20.01,17.65,0.38,-1.83,-1.37
-5.26,19.84,16.71,0.49,-2.05,-1.16
-5.44,19.91,15.55,0.41,-2.27,-0.86
-5.65,20.44,13.34,0.45,-2.49,-0.65
-6.46,20.42,10.93,0.64,-2.49,-0.60
-6.44,20.73,9.62,0.86,-2.41,-0.63
-6.74,20.87,8.56,1.00,-2.39,-0.52
-7.43,20.42,7.30,0.94,-2.39,-0.25
-7.46,20.29,6.41,0.68,-2.34,0.12
-7.06,20.46,5.67,0.48,-2.30,0.50
-7.16,20.11,4.63,0.45,-2.20,0.70
-6.87,20.01,3.93,0.52,-2.03,0.86
-7.15,19.39,3.31,0.53,-1.87,1.08
-7.12,18.13,3.45,0.42,-1.69,1.32
-6.75,17.56,3.95,0.27,-1.59,1.53
-6.75,17.17,3.88,0.21,-1.51,1.78
-6.70,15.96,3.35,0.25,-1.39,1.95
-6.63,15.05,2.80,0.30,-1.24,2.09
-6.75,13.67,2.23,0.41,-1.11,2.19
-7.06,11.28,1.22,0.50,-0.95,2.18
-7.16,10.03,0.42,0.46,-0.73,2.14
-6.97,9.22,0.04,0.39,-0.48,2.17
-6.42,8.31,0.18,0.30,-0.21,2.21
-5.73,7.60,0.47,0.22,-0.01,2.21
-5.48,6.79,0.53,0.15,0.19,2.21
-5.28,6.50,0.81,0.11,0.36,2.14
-5.04,6.02,1.29,0.09,0.49,2.09
-4.88,5.36,1.58,0.01,0.58,2.10
-5.11,4.78,1.87,-0.08,0.69,2.09
-4.92,4.56,2.17,-0.16,0.89,2.07
-4.72,4.03,3.02,-0.14,1.10,1.98
-3.89,3.57,4.28,-0.14,1.27,1.87
-3.71,3.43,5.20,-0.10,1.36,1.77
-3.63,3.43,6.17,-0.02,1.44,1.69
-3.76,2.66,6.95,0.10,1.46,1.58
-3.75,1.73,7.41,0.16,1.53,1.43
-3.69,1.17,7.83,0.14,1.56,1.32
-3.73,0.97,7.99,0.13,1.65,1.25
-3.67,0.21,8.25,0.16,1.75,1.15
-3.43,-0.93,8.85,0.21,1.88,0.98
-2.95,-1.53,9.80,0.22,1.96,0.77
-2.87,-2.08,10.35,0.22,1.96,0.57
-2.68,-2.69,11.13,0.17,1.98,0.39
-2.33,-3.21,11.76,0.10,1.97,0.20
-2.11,-3.82,12.20,0.01,1.94,0.02
-1.86,-3.75,12.48,-0.14,1.94,-0.16
-1.68,-3.27,13.00,-0.23,1.99,-0.33
-1.20,-2.80,14.39,-0.24,2.03,-0.60
-0.90,-2.13,15.53,-0.21,2.01,-0.85
-0.42,-1.58,17.49,-0.21,1.92,-1.09
0.18,0.22,18.98,-0.23,1.66,-1.29
0.11,1.20,19.21,-0.30,1.41,-1.32
-0.64,2.18,19.20,-0.43,1.25,-1.30
-1.37,2.95,18.66,-0.40,1.17,-1.37
-1.91,2.86,18.58,-0.29,1.14,-1.56
-2.57,4.15,18.88,-0.17,1.13,-1.76
-2.23,6.02,20.06,-0.03,1.13,-2.00
-1.14,7.00,21.48,-0.05,1.00,-2.08
-0.50,8.57,22.21,-0.15,0.72,-2.02
-0.88,9.46,22.16,-0.15,0.46,-1.96
-2.10,10.49,21.60,0.01,0.24,-2.02
-2.09,11.70,21.70,0.20,0.09,-2.09
-1.98,12.97,21.90,0.34,-0.09,-2.11
-2.14,13.92,21.60,0.32,-0.33,-1.96
-2.67,14.95,21.08,0.21,-0.53,-1.73
0.29,9.67,9.82,0.09,-0.11,-0.01
0.46,9.67,9.94,0.13,-0.11,-0.03
0.57,9.65,10.09,0.17,-0.13,-0.06
0.45,9.59,10.00,0.20,-0.16,-0.10
0.40,9.29,9.68,0.20,-0.16,-0.12
0.43,9.08,9.75,0.19,-0.16,-0.17
0.65,9.21,9.75,0.14,-0.17,-0.22
0.63,9.64,9.81,0.13,-0.20,-0.23
0.47,9.55,10.04,0.10,-0.19,-0.23
0.73,9.64,9.79,0.06,-0.25,-0.24
0.73,9.79,10.08,-0.01,-0.29,-0.20
0.87,9.77,9.99,-0.03,-0.37,-0.21
0.69,10.16,9.56,-0.01,-0.40,-0.30
0.90,10.43,9.46,0.07,-0.44,-0.30
0.81,10.47,8.94,0.09,-0.46,-0.30
2.31,10.82,8.59,0.09,-0.52,-0.32
2.24,11.40,7.99,-0.01,-0.63,-0.22
2.48,12.69,7.26,-0.14,-0.75,0.03
1.50,13.89,6.52,-0.12,-0.84,0.26
0.35,14.39,5.28,0.13,-0.89,0.28
-1.71,13.88,3.56,0.44,-0.87,0.18
-3.66,13.89,1.17,0.69,-0.74,0.09
-5.75,12.45,-1.17,0.86,-0.47,0.03
-6.81,10.01,-3.04,0.71,-0.10,0.05
-7.27,8.87,-3.95,0.29,0.28,0.32
-7.38,7.48,-4.06,-0.09,0.64,0.66
-7.07,6.09,-3.52,-0.45,0.93,0.92
-6.55,5.07,-2.57,-0.57,1.21,1.04
-5.98,2.68,-1.05,-0.46,1.54,0.91
-4.29,0.32,2.08,-0.36,1.87,0.57
-3.13,-1.45,4.68,-0.34,1.95,0.26
-3.01,-2.16,6.41,-0.52,1.96,0.06
-3.14,-1.76,7.89,-0.75,2.06,-0.03
-2.91,-1.82,10.08,-0.94,2.20,-0.08
-2.37,-1.10,12.42,-1.10,2.30,-0.19
-1.96,-0.20,13.48,-1.14,2.20,-0.24
-2.05,0.98,14.88,-1.04,2.17,-0.39
-2.08,1.03,15.47,-0.87,2.07,-0.54
-2.73,0.94,16.33,-0.77,2.04,-0.77
-2.46,2.15,17.05,-0.79,2.07,-0.96
-2.32,3.22,18.01,-0.80,2.07,-1.01
-1.72,4.04,19.42,-0.82,2.02,-1.00
-1.69,4.11,20.02,-0.77,1.85,-1.03
-1.53,3.78,19.89,-0.72,1.65,-1.09
-2.00,3.76,19.55,-0.65,1.50,-1.20
-2.71,4.23,19.09,-0.57,1.45,-1.33
-2.78,5.02,19.40,-0.55,1.44,-1.47
-2.16,6.37,19.91,-0.55,1.39,-1.58
-2.00,7.50,20.62,-0.50,1.32,-1.64
-1.42,8.61,21.81,-0.42,1.23,-1.76
-1.41,9.80,22.26,-0.21,0.95,-1.83
-1.79,9.57,22.38,-0.07,0.65,-1.90
-2.10,9.98,22.23,-0.09,0.32,-1.91
-2.67,11.44,21.79,-0.18,-0.00,-1.82
-3.18,12.54,21.31,-0.22,-0.21,-1.73
-3.23,13.18,21.62,-0.15,-0.36,-1.69
-3.40,13.78,21.44,0.05,-0.62,-1.80
-3.97,13.92,20.37,0.23,-0.81,-1.86
-4.04,13.68,19.84,0.36,-0.92,-1.80
-4.63,14.59,19.04,0.38,-1.22,-2.07
-4.37,15.37,18.18,0.43,-1.28,-1.91
-4.89,16.08,17.94,0.39,-1.47,-1.64
-5.35,16.68,17.47,0.35,-1.65,-1.38
-5.62,16.71,17.00,0.39,-1.76,-1.30
-5.05,17.05,16.79,0.48,-1.88,-1.30
-4.77,17.38,16.07,0.55,-1.99,-1.19
-4.88,17.94,15.14,0.57,-2.18,-1.02
-5.58,19.20,13.25,0.63,-2.32,-0.84
-6.66,19.96,11.84,0.72,-2.33,-0.66
-7.11,20.46,10.96,0.80,-2.31,-0.48
-7.53,20.08,10.12,0.79,-2.24,-0.25
-6.63,19.58,9.48,0.62,-2.18,0.06
-6.16,19.45,8.71,0.51,-2.15,0.34
-6.25,19.61,7.58,0.46,-2.10,0.56
-6.47,19.81,6.67,0.50,-2.01,0.73
-6.54,20.06,6.09,0.58,-1.89,0.85
-6.41,20.04,5.79,0.66,-1.79,1.00
-6.74,19.11,5.08,0.63,-1.71,1.22
-6.47,18.27,4.51,0.49,-1.59,1.49
-6.51,17.30,3.74,0.38,-1.46,1.70
-6.50,16.36,2.90,0.33,-1.29,1.83
-6.35,15.99,2.23,0.33,-1.08,1.89
-6.21,15.87,2.34,0.43,-0.85,1.96
-5.93,14.74,2.56,0.49,-0.69,2.00
-5.59,14.26,2.94,0.44,-0.57,2.12
-5.69,12.84,2.43,0.40,-0.49,2.26
-5.51,11.39,1.99,0.30,-0.33,2.34
-5.43,10.35,1.58,0.23,-0.17,2.39
-5.42,9.22,1.36,0.15,0.03,2.42
-5.18,8.81,1.86,0.06,0.25,2.38
-4.76,8.96,2.58,0.09,0.38,2.33
-4.87,8.35,3.02,0.16,0.50,2.27
-4.39,7.51,3.66,0.20,0.63,2.21
-3.91,6.62,4.02,0.19,0.71,2.14
-3.69,5.68,4.02,0.16,0.78,2.08
-3.59,4.95,3.89,0.11,0.87,2.00
-3.83,4.78,3.93,0.16,1.02,1.87
-3.97,4.44,4.22,0.22,1.18,1.71
-4.14,3.94,4.57,0.24,1.27,1.61
-4.57,2.99,4.43,0.19,1.35,1.59
-5.13,2.24,4.61,0.09,1.48,1.55
-5.20,1.61,5.22,0.02,1.65,1.44
-4.71,0.82,6.28,-0.05,1.81,1.33
-4.23,-0.53,7.65,-0.06,1.93,1.22
-3.19,-1.91,8.84,-0.07,1.97,1.06
-2.95,-2.42,9.66,0.04,1.98,0.84
-2.65,-3.51,10.26,0.16,2.00,0.57
-2.19,-4.18,10.96,0.16,2.01,0.36
-1.98,-4.31,11.76,0.09,2.00,0.18
-1.73,-4.46,12.31,0.03,1.99,-0.05
-1.49,-4.32,12.96,-0.05,2.00,-0.29
-1.37,-3.70,13.62,-0.11,1.98,-0.51
-1.41,-3.00,14.53,-0.15,1.95,-0.68
-1.44,-1.48,15.64,-0.14,1.90,-0.88
-1.37,0.00,16.68,-0.04,1.83,-1.05
-1.53,0.78,17.17,0.02,1.73,-1.19
-1.84,1.95,17.32,0.08,1.66,-1.31
-2.02,2.68,17.41,0.17,1.61,-1.41
-2.31,2.58,17.73,0.23,1.57,-1.49
-2.00,3.19,18.49,0.19,1.53,-1.63
0.43,12.13,10.12,-0.34,-0.69,0.23
0.58,12.46,9.53,-0.43,-0.78,0.34
0.65,13.06,8.28,-0.46,-0.91,0.49
-0.10,13.80,7.28,-0.39,-0.90,0.57
-0.37,14.31,6.22,-0.21,-0.83,0.53
-1.21,14.38,4.86,0.09,-0.70,0.38
-1.87,13.96,4.10,0.25,-0.52,0.31
-2.04,13.51,2.71,0.34,-0.45,0.33
-2.53,12.45,1.09,0.29,-0.40,0.43
-3.07,11.75,-0.60,0.19,-0.32,0.60
-4.21,9.76,-2.29,0.07,-0.09,0.80
-5.01,8.46,-3.13,-0.04,0.16,0.82
-5.38,7.09,-3.49,-0.16,0.52,0.83
-6.04,5.81,-3.23,-0.21,0.85,0.77
-5.85,5.40,-2.27,-0.27,1.19,0.73
-5.78,4.66,-1.31,-0.25,1.53,0.67
-5.21,3.68,0.63,-0.22,1.90,0.59
-4.96,2.14,2.68,-0.23,2.16,0.47
-4.14,0.94,5.53,-0.34,2.30,0.30
-3.25,1.08,7.54,-0.39,2.35,0.20
-3.26,0.29,8.85,-0.41,2.27,0.13
-2.85,-0.42,10.25,-0.54,2.31,0.04
-2.42,-1.16,12.03,-0.62,2.32,-0.06
-2.10,-1.67,13.41,-0.62,2.34,-0.27
-2.03,-1.88,14.85,-0.60,2.39,-0.51
-1.71,-1.34,16.39,-0.58,2.41,-0.78
-1.51,-0.41,17.99,-0.62,2.29,-0.95
-1.55,-0.02,19.00,-0.67,2.13,-1.01
-1.56,1.19,19.79,-0.72,1.91,-1.07
-1.78,2.00,20.31,-0.71,1.73,-1.13
-1.66,2.31,20.85,-0.63,1.60,-1.22
-2.11,1.78,20.80,-0.52,1.46,-1.41
-2.07,1.59,20.75,-0.50,1.34,-1.64
-2.39,2.57,21.07,-0.57,1.19,-1.73
-2.56,4.08,21.60,-0.50,0.99,-1.83
-2.89,5.56,21.77,-0.49,0.82,-1.93
-3.57,6.82,21.43,-0.47,0.65,-1.93
-3.93,7.51,21.21,-0.39,0.58,-1.93
-4.16,8.11,21.44,-0.25,0.51,-2.04
-3.74,8.91,22.12,-0.05,0.40,-2.15
-3.24,9.74,22.16,0.09,0.11,-2.24
-3.63,11.00,21.77,0.14,-0.21,-2.19
-4.13,12.21,21.19,0.15,-0.48,-2.04
-5.50,12.37,20.47,0.19,-0.69,-1.90
-6.31,12.69,19.90,0.23,-0.80,-1.89
-6.69,13.84,19.54,0.32,-0.91,-1.94
-7.28,14.90,19.42,0.45,-1.00,-1.92
-6.54,15.13,19.32,0.56,-1.11,-1.85
-5.55,15.25,19.27,0.67,-1.32,-1.81
-5.06,15.27,18.69,0.72,-1.62,-1.70
-5.86,16.24,17.90,0.74,-1.88,-1.69
-7.16,17.20,16.45,0.80,-2.09,-1.55
-8.21,17.98,14.94,0.95,-2.09,-1.50
-8.64,17.74,14.40,1.14,-2.09,-1.32
-8.14,18.19,14.37,1.19,-2.14,-1.16
-7.21,18.18,13.51,1.31,-2.30,-1.01
-7.26,18.36,12.10,1.28,-2.42,-0.89
-7.13,19.44,10.87,1.16,-2.50,-0.61
-7.85,19.79,9.53,1.05,-2.59,-0.30
-8.88,20.27,8.08,0.97,-2.56,-0.01
-9.56,20.40,7.10,0.98,-2.43,0.20
-9.42,20.24,6.36,0.98,-2.28,0.36
-9.07,20.05,5.76,0.94,-2.13,0.55
-8.78,19.79,4.63,0.88,-2.05,0.77
-9.21,19.77,3.33,0.79,-1.91,1.02
-9.19,19.63,2.58,0.74,-1.73,1.23
-8.92,19.06,2.44,0.71,-1.59,1.43
-8.78,18.15,2.14,0.60,-1.45,1.67
-8.48,17.36,1.98,0.45,-1.27,1.94
-7.98,16.30,1.77,0.40,-1.10,2.09
-7.74,14.94,1.07,0.41,-0.93,2.16
-7.60,13.82,0.32,0.38,-0.74,2.23
-7.50,12.79,0.24,0.31,-0.49,2.32
-7.01,11.28,0.53,0.17,-0.29,2.40
-6.25,10.60,1.21,-0.00,-0.09,2.47
-5.67,9.82,1.61,-0.13,0.00,2.55
-5.50,8.98,1.43,-0.16,0.12,2.59
-5.51,7.91,1.22,-0.12,0.29,2.54
-5.41,6.81,1.29,-0.07,0.48,2.42
-5.13,6.23,1.80,-0.05,0.65,2.31
-5.01,5.58,2.23,-0.05,0.78,2.21
-4.86,5.06,2.57,-0.13,0.89,2.16
-4.66,4.52,2.69,-0.16,1.00,2.15
-5.06,3.44,2.72,-0.13,1.11,2.05
-5.27,2.74,2.46,-0.12,1.26,1.92
-5.63,2.34,3.07,-0.09,1.48,1.81
